ID_V2.1D ID_V4.1 RA DEC
11689 28599 189.312276 62.283364
11593 28082 189.309681 62.282336
11635 28237 189.30135 62.281951
11654 28406 189.302197 62.282019
11195 26794 189.308967 62.274418
11658 28436 189.275917 62.282135
10539 24623 189.30695 62.262584
11361 27308 189.260881 62.276094
11299 27073 189.259821 62.275279
9637 21887 189.307865 62.24948
-9999 39876 214.783813 52.861526
-9999 37375 214.778046 52.844357
-9999 34888 214.775116 52.833412
12650 35796 214.798874 52.853077
12839 35814 214.79718 52.853458
12237 34027 214.808502 52.853798
12445 34465 214.806229 52.854553
-9999 34749 214.829575 52.870579
-9999 33506 214.832794 52.869553
10555 28910 214.816086 52.839146
-9999 28610 214.816834 52.838997
9519 26162 214.813034 52.826176
10420 28522 214.842621 52.856377
8995 25193 214.830856 52.834274
-9999 25825 214.852615 52.85257
8883 24985 214.861099 52.854733
6821 19338 214.838013 52.816696
6824 19507 214.85083 52.82592
-9999 19530 214.863968 52.835087
-9999 20021 214.874695 52.843822
6754 18753 214.877411 52.842983
6502 18952 214.87825 52.842648
5220 15229 214.865082 52.818462
4819 13761 214.873032 52.819576
5673 15882 214.90242 52.848824
5238 15037 214.90834 52.849304
5038 17329 214.905258 52.850952
3973 11753 214.899628 52.829468
4445 13262 214.917343 52.847309
4353 12972 214.918015 52.847153
1601 6691 214.892166 52.800137
1638 5689 214.907135 52.808918
1594 5642 214.918549 52.816525
726 3112 214.911942 52.80069
434 2058 214.918625 52.800999
21895 20928 150.151428 2.393277
19268 18435 150.148346 2.367413
20210 19325 150.14534 2.375498
20175 19292 150.145676 2.375355
19815 18969 150.142899 2.373258
19972 19098 150.141541 2.373192
20725 19812 150.137039 2.381512
19865 18992 150.134445 2.372638
18601 17797 150.130585 2.361461
18332 17539 150.128113 2.358078
19023 18200 150.124435 2.36429
21401 20449 150.117691 2.38767
20160 19319 150.114258 2.376064
20393 19499 150.110092 2.377325
17323 16547 150.106873 2.348791
17828 17038 150.103043 2.353319
18889 18067 150.099136 2.363505
18423 17641 150.096649 2.359687
18466 17652 150.092529 2.359369
19642 18791 150.09021 2.370597
19582 18742 150.087921 2.370402
18820 17997 150.083923 2.363242
18904 18086 150.083588 2.363366
18127 17364 150.081543 2.35734
17985 17089 150.079407 2.358113
18290 17490 150.079147 2.358047
19555 18695 150.076736 2.370348
17616 16842 150.075043 2.351086
18725 17913 150.071335 2.362909
19215 18392 150.065842 2.367845
19707 18871 150.063004 2.371392
19034 18404 150.064621 2.371228
18898 18064 150.057846 2.363772
18855 18033 150.054611 2.363087
11052 26304 189.311532 62.271332
9887 22535 189.335816 62.252561
10209 23503 189.317191 62.257343
10254 23674 189.30634 62.25803
11361 27308 189.260881 62.276094
9134 20601 189.31599 62.243166
10813 25505 189.261858 62.266997
9469 21507 189.288254 62.247611
9561 21749 189.280023 62.248776
10443 24345 189.244758 62.261225
10644 24825 189.232897 62.263926
10668 25017 189.234635 62.264527
8482 19082 189.27995 62.23558
9617 21938 189.245413 62.249523
8243 18289 189.264967 62.232295
8444 18982 189.239071 62.235546
7376 16484 189.251209 62.223205
9453 21543 189.184791 62.248054
9548 21732 189.186667 62.248717
7404 16351 189.221874 62.222642
8568 19140 189.18366 62.236138
7247 15926 189.202049 62.220634
7704 17204 189.168773 62.226327
6402 14140 189.18383 62.212455
5084 11159 189.205617 62.197399
4953 10939 189.201736 62.196235
6680 14739 189.159268 62.214464
6553 14462 189.155894 62.213145
4338 9619 189.189703 62.191064
4642 10311 189.172571 62.195145
1858 6264 214.822678 52.751492
2752 8674 214.825851 52.763718
3226 9894 214.816818 52.762833
4371 12653 214.815002 52.773411
4525 12834 214.81369 52.773727
4618 13360 214.806686 52.770424
5321 15230 214.796082 52.770241
5683 16970 214.792465 52.772926
5882 16821 214.780243 52.765274
5904 16958 214.779984 52.765476
5799 16267 214.761566 52.750362
5985 17375 214.753723 52.747902
6922 19633 214.754532 52.758453
8174 22552 214.753662 52.770168
9067 25824 214.758301 52.784031
9185 25372 214.750122 52.778118
8077 23617 214.719437 52.746834
10452 28774 214.736755 52.781719
10177 27718 214.739929 52.780472
9592 26886 214.714142 52.757523
10582 29178 214.719681 52.771011
11291 31931 214.720047 52.781284
12162 34377 214.722733 52.79287
11734 32777 214.69223 52.76532
12809 36046 214.704727 52.787674
12055 34089 214.681717 52.762386
12552 35056 214.681961 52.767609
12568 35075 214.681656 52.767632
12540 35062 214.668533 52.757973
13354 38195 214.671616 52.773449
1601 6691 214.892166 52.800137
1991 6499 214.886963 52.798325
1869 7032 214.878754 52.793129
1966 6357 214.879929 52.792831
2450 8061 214.87294 52.794353
2300 8093 214.873474 52.794373
2027 6836 214.859222 52.779411
2639 8470 214.857361 52.78508
2864 8611 214.85556 52.785454
3703 11452 214.861603 52.801212
2531 7984 214.835785 52.768013
2732 8215 214.833939 52.76852
2752 8674 214.825851 52.763718
4699 13567 214.83902 52.794365
4627 13066 214.840576 52.794044
4149 12900 214.821213 52.777809
5941 17555 214.832016 52.804024
6040 18105 214.821381 52.797859
6740 19391 214.815537 52.800068
6721 20038 214.814804 52.800632
5683 16970 214.792465 52.772926
6020 17435 214.788498 52.773182
6945 19864 214.789734 52.78413
7638 21413 214.785004 52.787338
10002 27274 214.799622 52.821114
8065 22224 214.769897 52.780426
8990 25290 214.769318 52.790642
9287 26142 214.764465 52.790504
9379 26049 214.757599 52.785786
10126 28068 214.745224 52.784622
9941 27083 214.748093 52.783825
11674 32680 214.739243 52.798393
12019 33579 214.73114 52.796902
12162 34377 214.722733 52.79287
12708 35483 214.711853 52.791
12608 35131 214.713104 52.790485
757 3075 215.072327 52.914303
740 3080 215.050232 52.898651
1518 5315 215.055115 52.912155
2213 7546 215.047699 52.915318
1904 6657 215.024582 52.895851
3086 9895 215.035584 52.916756
3495 10307 215.031555 52.917664
3417 10170 215.015015 52.905148
3291 9565 214.990997 52.886032
4563 13283 214.991776 52.900703
5793 16569 215.008286 52.926189
5733 16484 215.008957 52.925789
6388 18345 214.999832 52.926872
7076 20070 214.999939 52.934162
6695 18857 214.976898 52.913589
8156 22734 214.993454 52.940445
7975 22344 214.96962 52.921909
8475 23658 214.969299 52.92762
8710 24341 214.963501 52.925251
9595 27047 214.967499 52.937717
9694 27001 214.966919 52.937981
9499 26255 214.969635 52.937126
9410 25925 214.970398 52.936714
9937 27627 214.958969 52.934498
9857 27406 214.945618 52.92429
9974 27539 214.936325 52.918625
10556 28894 214.939529 52.926655
10705 29259 214.928574 52.920689
11803 32670 214.940384 52.942028
12416 34401 214.947357 52.954262
-9999 35262 214.938538 52.950897
12533 34848 214.915543 52.933407
13055 37226 214.913437 52.940388
339 2427 215.108643 52.935024
-9999 3237 215.109055 52.941223
-9999 3478 215.108795 52.941383
-9999 6141 215.121384 52.961422
1168 4428 215.09906 52.93914
-9999 7188 215.102234 52.952763
2268 7131 215.088348 52.943691
2515 7904 215.073029 52.935883
-9999 10734 215.086075 52.958233
-9999 11930 215.078857 52.956783
4482 12824 215.064026 52.950893
5257 14718 215.068558 52.9622
5453 15846 215.064255 52.962112
5628 17297 215.060883 52.963409
4760 14495 215.031906 52.933197
6863 19286 215.054916 52.970276
6590 18728 215.040085 52.957287
6732 18669 215.032501 52.952465
8439 23277 215.020248 52.961926
8535 24299 215.012741 52.958908
8876 24472 215.005173 52.955715
9445 27315 215.000488 52.960194
10673 29234 215.000076 52.971024
11893 33370 215.011215 52.993961
12225 33951 215.00795 52.994896
12031 34257 214.999832 52.988758
-9999 34542 214.996689 52.989948
11796 33196 214.966278 52.961388
12843 36189 214.973419 52.979221
13102 37270 214.968658 52.97987
13800 39367 214.976807 52.995487
-9999 379 215.160446 52.961929
-9999 5130 215.182709 53.001076
-9999 3677 215.164917 52.982517
-9999 5095 215.155197 52.980896
-9999 4805 215.142288 52.972092
-9999 4693 215.143997 52.971531
-9999 9175 215.148651 52.995438
-9999 8786 215.151199 52.99485
-9999 9319 215.132584 52.983654
-9999 9568 215.130127 52.984474
-9999 10004 215.134216 52.98291
-9999 12479 215.138657 53.001099
-9999 10598 215.119186 52.981312
-9999 11056 215.116974 52.981857
-9999 16112 215.135849 53.014606
-9999 14536 215.117783 52.995033
-9999 12414 215.095398 52.971661
-9999 12441 215.095184 52.97184
-9999 13206 215.091278 52.971992
-9999 18407 215.109695 53.005333
-9999 19490 215.106628 53.007835
-9999 20148 215.104477 53.008583
-9999 15451 215.072739 52.967224
-9999 15784 215.072144 52.9674
-9999 22731 215.096466 53.012924
-9999 22612 215.095825 53.013187
-9999 24172 215.09436 53.017799
-9999 20671 215.069717 52.986732
-9999 22370 215.069016 52.992599
-9999 30228 215.095093 53.041779
-9999 27438 215.064407 53.008869
-9999 25975 215.048782 52.992683
-9999 28037 215.04068 52.995338
-9999 29114 215.036911 52.996975
-9999 29045 215.037308 52.996807
-9999 31886 215.04274 53.011524
-9999 33172 215.040161 53.014179
-9999 35054 215.042755 53.023384
-9999 34296 215.026184 53.00872
-9999 36050 215.025116 53.014893
-9999 36180 215.024292 53.015251
12322 34091 215.005859 52.994087
726 3112 214.911942 52.80069
656 2957 214.903152 52.793552
1711 5834 214.905838 52.808853
1601 6691 214.892166 52.800137
1949 6569 214.880539 52.793476
1213 4398 214.870026 52.777245
-9999 4736 214.867661 52.777744
1915 6484 214.852554 52.773556
4356 12873 214.853806 52.801113
-9999 16556 214.857422 52.819649
4138 12311 214.841049 52.789879
3899 11101 214.833954 52.781338
3803 10873 214.835068 52.780979
6581 18318 214.842667 52.816666
5941 17555 214.832016 52.804024
5419 15363 214.818375 52.786484
5204 15082 214.810699 52.779758
7102 20015 214.815277 52.803452
8395 23250 214.81131 52.813618
8659 23781 214.804504 52.81123
7386 20499 214.791916 52.789139
9652 26383 214.799866 52.817867
-9999 25944 214.789841 52.808945
-9999 25242 214.793442 52.808598
8146 23040 214.774445 52.785709
-9999 28710 214.777893 52.810352
-9999 30032 214.776138 52.815502
-9999 32856 214.77684 52.825939
-9999 30596 214.762451 52.807796
-9999 34661 214.764816 52.825226
11565 31977 214.753967 52.807037
11177 30758 214.745865 52.796654
8244 22931 214.890778 52.868767
8855 24851 214.890091 52.874676
6179 17213 214.93277 52.876156
4796 13673 214.956512 52.878551
3904 14439 214.955841 52.877144
6363 17849 214.938965 52.882778
5509 15796 214.95459 52.884792
4793 13827 214.972412 52.890102
6626 18543 214.951584 52.894661
6655 18454 214.951202 52.894314
6181 17450 214.962341 52.897594
10080 27825 214.91069 52.901115
6030 16885 214.971863 52.902275
-9999 28526 214.916214 52.908474
-9999 29585 214.918121 52.913998
-9999 30086 214.918472 52.91431
-9999 34818 214.893326 52.916832
-9999 32803 214.906555 52.918942
11198 31257 214.921738 52.922245
11771 32638 214.918732 52.926453
9848 26963 214.954636 52.92976
13717 39088 214.895523 52.93663
9325 25510 214.973587 52.937733
10224 28537 214.966064 52.942829
10379 28607 214.965973 52.943703
9940 27510 214.975784 52.946255
13159 37096 214.928192 52.951408
13653 38767 214.921768 52.954052
11229 31108 214.970993 52.957397
11334 31317 214.971115 52.958221
11239 31353 214.970947 52.957741
11040 30194 214.986877 52.965721
10167 27629 214.977066 52.948399
13356 37765 214.932495 52.956932
11720 32546 214.948563 52.947025
9068 24680 214.970169 52.9324
13639 38758 214.915558 52.94907
11765 32761 214.931442 52.935574
11820 32589 214.933823 52.937389
12455 34606 214.921951 52.936871
9551 26075 214.949966 52.923222
11705 32124 214.925781 52.930019
13210 37149 214.904846 52.935398
13717 39088 214.895523 52.93663
8522 23286 214.94783 52.911282
-9999 33973 214.905014 52.922478
-9999 34316 214.904327 52.922062
9328 26009 214.931625 52.908741
-9999 35493 214.892151 52.919277
7242 20001 214.945007 52.896172
-9999 28122 214.910919 52.904057
7996 22136 214.928528 52.892487
7621 20923 214.929337 52.888893
8699 24108 214.916336 52.89135
9318 26047 214.905121 52.891621
-9999 34371 214.872543 52.900616
7159 19891 214.916565 52.87532
8071 22525 214.905838 52.877125
7520 20865 214.907043 52.872368
11357 31322 214.866058 52.884312
11167 30847 214.863739 52.880413
11187 30691 214.86438 52.88092
11176 30670 214.864792 52.881081
12974 36524 214.838531 52.885075
1679 1769 150.054886 2.198201
1578 1620 150.053223 2.19811
3884 3865 150.058868 2.217182
3838 3825 150.057526 2.217249
2181 2291 150.064041 2.203295
1633 1544 150.068924 2.196927
694 728 150.073822 2.189373
87 145 150.079727 2.178483
3878 3843 150.079361 2.216961
579 624 150.085342 2.186394
2676 2737 150.086746 2.20686
170 241 150.091064 2.180237
1999 2094 150.095627 2.200727
1641 1742 150.094269 2.20059
2178 2276 150.098145 2.202946
780 851 150.101562 2.189121
4130 4064 150.101562 2.219145
1217 1300 150.105515 2.193502
2114 2207 150.107635 2.202005
2548 2629 150.111465 2.206539
4219 4154 150.11557 2.219992
4359 4292 150.120377 2.221267
2400 2513 150.127121 2.204983
-9999 3077 150.12912 2.210037
2713 2789 150.134583 2.207152
4664 4536 150.13826 2.225018
4719 4598 150.137711 2.224976
1986 2058 150.142761 2.200662
4149 4080 150.146194 2.219571
4227 4153 150.145889 2.219624
1062 1138 150.152435 2.191594
1052 1126 150.151382 2.191562
5277 5132 150.151596 2.230584
7274 7051 150.056732 2.250556
7212 6990 150.056976 2.250709
8270 7983 150.060059 2.262118
9626 9241 150.061752 2.274957
9551 9260 150.062485 2.275149
9698 9368 150.061386 2.275018
8399 8093 150.06459 2.264034
7210 6977 150.069519 2.249986
8472 8164 150.072739 2.263474
9819 9435 150.07576 2.275963
9900 9511 150.074188 2.276043
8703 8381 150.080353 2.265939
8803 8490 150.081619 2.265941
8790 8481 150.085098 2.266183
8302 8013 150.088867 2.261612
5868 5702 150.093597 2.237218
8075 7788 150.100052 2.258597
8033 7767 150.097656 2.258658
5660 5503 150.104645 2.234245
7003 6774 150.107315 2.247725
7075 6849 150.10704 2.247793
6917 6693 150.111877 2.246477
7522 7273 150.114502 2.253601
5895 5795 150.122177 2.237991
5758 5632 150.125504 2.235532
6355 6179 150.129578 2.241192
8750 8442 150.135437 2.265389
8136 7844 150.138062 2.259832
10067 9667 150.139786 2.279638
10192 9745 150.141205 2.279795
6073 5902 150.146729 2.23897
6060 5888 150.14505 2.239188
9077 8749 150.149536 2.269615
25825 24763 150.056702 2.434663
24026 22953 150.064087 2.413386
24787 23673 150.066391 2.421214
24705 23598 150.066849 2.42117
24072 22995 150.071472 2.414533
24316 23223 150.07373 2.41663
24362 23271 150.07431 2.41671
22768 21780 150.078156 2.400998
21739 20774 150.083176 2.391832
23203 22193 150.085419 2.405958
23180 22185 150.088837 2.404913
22479 21492 150.091553 2.399045
22571 21598 150.090851 2.399
22954 21955 150.095352 2.40281
23854 22819 150.096909 2.411817
23847 22804 150.103607 2.411721
24287 23210 150.105194 2.41642
24294 23211 150.104263 2.416407
24428 23334 150.107147 2.418309
26417 25229 150.108414 2.439715
25556 24414 150.112259 2.430289
25153 24020 150.115173 2.425531
25808 24653 150.116455 2.4335
22306 21324 150.123367 2.39653
25868 24713 150.120666 2.433744
25718 24574 150.123245 2.432022
25964 24813 150.126358 2.434763
26730 25534 150.129883 2.44436
26869 25544 150.129456 2.444447
25514 24377 150.134583 2.429958
22242 21256 150.141098 2.396396
25196 24053 150.141144 2.426035
22604 21618 150.148987 2.399808
23041 22044 150.153 2.404349
25825 24763 150.056702 2.434663
25532 24301 150.06041 2.430155
26702 25518 150.063919 2.442616
26747 25515 150.069061 2.443994
29282 27945 150.066772 2.47286
29334 27981 150.066376 2.472945
29825 28440 150.07135 2.479642
27280 26039 150.079651 2.449553
29626 28258 150.07695 2.477324
29673 28304 150.077957 2.477318
27268 26043 150.084198 2.448771
28495 27216 150.083817 2.462857
26634 25443 150.093964 2.44245
29414 28058 150.090866 2.474334
26285 25090 150.100662 2.438548
28380 27120 150.100311 2.462559
26417 25229 150.108414 2.439715
29224 27906 150.105667 2.47183
29042 27738 150.104507 2.471467
30709 29230 150.106033 2.490141
29163 27839 150.115799 2.471609
29538 28175 150.117661 2.475502
30059 28649 150.120193 2.482249
26730 25534 150.129883 2.44436
26869 25544 150.129456 2.444447
29491 28126 150.128952 2.474977
29056 27748 150.132721 2.470349
29062 27745 150.131714 2.470065
28431 27158 150.138153 2.46244
27801 26555 150.141647 2.45471
29967 28565 150.139343 2.481772
29941 28546 150.139618 2.481894
28324 27056 150.147171 2.46068
-9999 29123 150.145157 2.488128
1639 1720 150.199722 2.197021
1245 1331 150.160034 2.193138
2133 2239 150.18335 2.201934
2156 2260 150.164825 2.202266
2701 2781 150.174286 2.207339
3784 3773 150.198151 2.216589
3956 3918 150.197906 2.217291
4252 4178 150.193756 2.22013
4230 4156 150.179321 2.21977
4073 4029 150.152786 2.218739
5091 4962 150.187027 2.228152
5375 5224 150.180023 2.231276
5720 5571 150.191315 2.235879
6069 5901 150.189407 2.238142
5988 5814 150.169128 2.238396
6279 6077 150.168961 2.241183
7043 6817 150.193604 2.247921
6965 6743 150.182983 2.247925
6976 6750 150.163025 2.247491
7829 7561 150.184967 2.255849
8532 8232 150.203644 2.263664
7689 7433 150.147354 2.25441
7677 7417 150.147385 2.254142
8824 8515 150.184479 2.266262
9620 9251 150.202194 2.27327
9642 9294 150.201782 2.274979
8641 8388 150.141998 2.2651
9773 9393 150.163544 2.275086
10530 10121 150.179871 2.283129
9986 9593 150.14064 2.277493
10394 9971 150.143539 2.281797
10591 10169 150.137054 2.283272
5247 5101 150.05777 2.229783
5094 4964 150.060333 2.22822
5080 4946 150.059463 2.227984
7305 7065 150.059952 2.250408
8201 7912 150.061325 2.259976
8323 8038 150.066467 2.261457
8324 8030 150.064743 2.26123
8244 7951 150.06395 2.261152
5516 5372 150.076996 2.23239
6189 6018 150.079361 2.239008
8651 8338 150.079483 2.264529
7214 6983 150.08519 2.249341
9136 8809 150.083405 2.269044
9104 8773 150.084183 2.268966
8593 8280 150.086502 2.264317
6761 6551 150.093048 2.24491
6805 6591 150.093765 2.244948
6375 6202 150.096115 2.240835
10486 10062 150.092041 2.282236
10479 10054 150.094025 2.282295
6261 6075 150.106415 2.239497
9445 9094 150.103058 2.272229
9505 9145 150.102158 2.272103
8861 8454 150.107437 2.266432
7027 6803 150.116089 2.247671
7819 7549 150.120148 2.255581
9174 8878 150.119949 2.269748
9182 8872 150.121918 2.270069
11092 10660 150.12088 2.287923
8846 8540 150.131561 2.266287
8854 8544 150.130417 2.266109
6557 6344 150.138794 2.242446
8674 8363 150.136429 2.264702
8504 8201 150.135727 2.264544
10005 9614 150.135971 2.277397
10998 10550 150.136871 2.286813
10076 9677 150.142944 2.278515
10668 10232 150.14595 2.283675
8215 7958 150.153107 2.260479
11579 11153 150.057068 2.292857
14146 13537 150.059204 2.31702
11457 11003 150.067657 2.292523
10543 10113 150.072479 2.282637
12923 12398 150.070557 2.305163
12444 11939 150.073547 2.30062
12458 11961 150.076523 2.300848
11887 11403 150.083267 2.296227
13927 13323 150.083435 2.314889
10479 10054 150.094025 2.282295
11202 10743 150.096603 2.28913
16254 15532 150.091324 2.338502
13690 13101 150.100464 2.312696
13237 12680 150.104172 2.308049
12218 11716 150.111267 2.298435
15516 14830 150.108902 2.330559
11092 10660 150.12088 2.287923
15697 14993 150.116333 2.332495
14678 14034 150.114746 2.332782
11948 11463 150.127686 2.296289
15510 14831 150.126266 2.331088
13111 12577 150.134354 2.307329
13173 12611 150.138794 2.307211
12046 11559 150.146118 2.297038
13346 12780 150.147049 2.309249
13266 12707 150.149017 2.309264
13166 12615 150.152191 2.307811
13096 12552 150.150528 2.307651
1079 1162 150.176849 2.191617
1786 1870 150.192963 2.198309
2136 2237 150.199707 2.201722
2553 2624 150.203033 2.205385
2727 2809 150.202911 2.207459
2556 2642 150.203125 2.205586
2352 2446 150.170074 2.203538
2543 2647 150.164124 2.205783
2997 3063 150.165588 2.209642
3770 3757 150.170242 2.216125
3766 3754 150.17038 2.215889
4399 4307 150.177094 2.221284
4551 4441 150.165543 2.223037
4872 4740 150.158798 2.226079
6159 5985 150.181732 2.239041
6301 6124 150.181671 2.240005
6468 6268 150.181335 2.241516
6922 6700 150.188843 2.246516
6978 6754 150.175034 2.24719
6976 6750 150.163025 2.247491
7763 7495 150.192184 2.255122
8163 7869 150.193176 2.259666
8215 7958 150.153107 2.260479
9005 8679 150.180939 2.268349
9061 8697 150.16568 2.268176
9027 8703 150.165619 2.267805
8895 8511 150.144363 2.266898
9802 9415 150.178558 2.275298
10119 9712 150.167191 2.278481
10076 9677 150.142944 2.278515
10925 10487 150.167191 2.286382
10819 10378 150.16713 2.285785
11299 10835 150.174423 2.290125
8561 19258 189.091519 62.237637
10043 23073 189.055784 62.25497
9823 22386 189.074038 62.25181
9829 22337 189.073711 62.251753
-9999 20044 189.125343 62.241088
9144 20751 189.127861 62.244281
10312 24033 189.115293 62.259381
-9999 28493 189.086178 62.282662
11268 27246 189.125376 62.276665
10757 25353 189.165578 62.266478
11318 27206 189.159936 62.275342
11097 26401 189.181327 62.273523
10895 25773 189.205681 62.267926
11187 26806 189.204834 62.273652
11936 29464 189.175778 62.2896
11620 28257 189.209469 62.282141
-9999 32846 189.166368 62.309262
12538 32122 189.188211 62.304484
12781 33008 189.18681 62.310538
13016 33775 189.188648 62.315319
-9999 34782 189.18311 62.323505
12979 33707 189.213513 62.315507
-9999 829 189.081074 62.120958
91 328 189.114418 62.111347
567 1363 189.089916 62.130791
265 764 189.122335 62.120873
-9999 129 189.16849 62.106222
767 1678 189.119711 62.135432
925 1994 189.119688 62.138843
548 1319 189.147454 62.130343
608 1437 189.149749 62.131271
2077 4567 189.095512 62.160311
1447 3216 189.124854 62.150345
-9999 633 189.20296 62.116966
913 1975 189.174605 62.138963
371 1081 189.210747 62.126419
2372 5148 189.146521 62.164086
2074 4560 189.165498 62.160224
2604 5657 189.164023 62.168501
2538 5306 189.162718 62.168405
2537 5507 189.173457 62.167296
1927 4209 189.205093 62.1579
-9999 2213 189.244317 62.141187
3665 8014 189.172799 62.182077
4141 9105 189.171917 62.187681
2849 6134 189.217433 62.171477
2406 5176 189.249451 62.164497
4238 9387 189.213601 62.188849
4035 8807 189.227368 62.186286
-9999 4898 189.285415 62.163117
767 1678 189.119711 62.135432
1052 2272 189.099616 62.141722
1163 2548 189.085876 62.144412
1180 2586 189.051037 62.145174
1431 3151 189.050148 62.14998
2090 4603 189.098902 62.160354
2024 4478 189.099424 62.159319
2468 5359 189.130354 62.166122
2238 4854 189.03785 62.162612
2218 4762 189.038016 62.162234
2751 5969 189.074045 62.169778
3119 6814 189.109879 62.175199
2928 6309 189.054696 62.172537
2908 6215 189.028569 62.172619
3250 7144 189.048715 62.17758
3841 8537 189.070073 62.184557
4148 9153 189.073353 62.187799
4231 9215 189.052306 62.188319
4781 10473 189.076537 62.194179
4956 11064 189.049698 62.196586
4214 9883 189.050143 62.194141
5852 12748 189.109797 62.205442
5895 12977 189.076131 62.206163
5827 13006 189.050009 62.206078
6170 13616 189.026364 62.209128
6050 13423 189.026642 62.208062
6620 14641 189.035503 62.213748
7327 16025 189.095768 62.221378
7184 15777 189.048712 62.219905
7200 16110 189.048697 62.221718
7826 17230 189.0431 62.227056
7633 17061 189.044052 62.226208
7466 16418 189.044257 62.22318
-9999 8450 189.389244 62.184625
-9999 11361 189.404945 62.198778
-9999 9815 189.376903 62.191275
-9999 14532 189.422416 62.21423
-9999 15096 189.41907 62.215947
-9999 13840 189.400577 62.210665
6345 14059 189.395756 62.211881
5564 12509 189.362793 62.203518
7419 16316 189.393174 62.222517
7180 15762 189.377947 62.219852
8955 20317 189.403683 62.241386
8041 17877 189.369301 62.230487
6925 15186 189.330838 62.216754
8764 19654 189.371794 62.238241
-9999 22684 189.393309 62.253249
8736 19658 189.349122 62.238069
9553 21845 189.355958 62.248963
10447 24328 189.372522 62.261148
-9999 25142 189.370748 62.265122
-9999 24859 189.372039 62.264107
9244 20856 189.289371 62.244322
9122 20483 189.292193 62.242836
9843 22487 189.300992 62.252187
11126 26557 189.339317 62.27194
9367 21290 189.26806 62.24618
9615 22669 189.267027 62.252791
-9999 28061 189.325918 62.281518
-9999 28090 189.324917 62.281826
-9999 28241 189.326729 62.280789
9864 22548 189.251906 62.252463
10631 24846 189.258127 62.263899
10279 23862 189.261374 62.262117
440 1148 189.093919 62.127455
330 977 189.111236 62.123752
347 983 189.111901 62.124038
287 827 189.124401 62.121178
629 1433 189.113174 62.132477
120 420 189.161101 62.112937
767 1678 189.119711 62.135432
116 402 189.176068 62.112419
113 383 189.177367 62.112795
1287 2826 189.121086 62.146749
-9999 2657 189.11719 62.145119
-9999 593 189.195237 62.115827
-9999 921 189.188433 62.122781
-9999 2919 189.147439 62.147567
517 1287 189.192853 62.129211
383 1060 189.206898 62.127227
-9999 920 189.226698 62.122905
-9999 1178 189.220655 62.128749
928 1998 189.205912 62.138902
957 2071 189.210752 62.139745
-9999 1616 189.227979 62.134714
-9999 1524 189.227762 62.13441
2146 4697 189.179818 62.160913
-9999 5346 189.178658 62.166262
1470 3245 189.238996 62.150067
3145 6748 189.199501 62.175519
1987 4273 189.246824 62.158575
1981 4344 189.247387 62.158714
2091 4592 189.25486 62.160097
3627 8013 189.216699 62.181889
3784 8220 189.220241 62.183434
3895 8646 189.221928 62.185131
3946 8762 189.22454 62.185707
2543 5526 189.27554 62.166689
4068 8877 189.247995 62.186709
2803 6052 189.295273 62.170395
3150 6810 189.186142 62.176091
3236 7075 189.188286 62.17704
2948 6388 189.211376 62.172524
3025 6571 189.213655 62.173679
3328 7346 189.214916 62.17821
2449 5284 189.252485 62.16555
4081 8870 189.223651 62.18674
5327 11641 189.204232 62.199758
4893 10728 189.22893 62.195492
4791 10470 189.22627 62.194275
3039 6588 189.289007 62.173933
5159 11215 189.239137 62.198025
3513 7760 189.300255 62.180805
3535 7856 189.300865 62.18087
5282 11487 189.266607 62.199311
5179 11205 189.264155 62.198148
-9999 8875 189.308242 62.18671
4161 9257 189.312865 62.187856
4701 10170 189.307518 62.19309
4749 10230 189.308742 62.193597
5507 12302 189.309525 62.202363
5610 12172 189.309952 62.202655
6985 15394 189.298321 62.217825
8193 18149 189.280624 62.231494
8121 17934 189.289472 62.230632
7619 16713 189.314255 62.224838
7152 15694 189.338661 62.219516
-9999 15566 189.337946 62.219162
6956 15439 189.357565 62.217933
8974 20041 189.315028 62.240718
8672 19278 189.332303 62.237029
8923 19947 189.352071 62.240085
3901 8780 189.179542 62.185718
4304 9428 189.181407 62.189276
5417 11892 189.171941 62.200843
4695 10183 189.198936 62.193071
7050 15444 189.151204 62.218363
5327 11641 189.204232 62.199758
5096 11096 189.216629 62.197478
6020 13286 189.213845 62.2076
6622 14526 189.207536 62.213568
7038 15437 189.203238 62.218284
-9999 15304 189.202079 62.217652
8854 19848 189.160473 62.23942
8870 20006 189.162248 62.239971
7868 17266 189.219768 62.227535
9410 21333 189.187793 62.246788
9505 21398 189.190244 62.247679
-9999 18128 189.236922 62.231532
8341 18603 189.240868 62.233496
10049 22899 189.194512 62.254762
9581 21772 189.217912 62.249101
10013 22932 189.216052 62.25437
8969 20052 189.261263 62.240536
-9999 19179 189.281566 62.236092
10956 25908 189.214061 62.268992
10878 25629 189.211264 62.267525
9707 21999 189.275539 62.250376
9892 22478 189.277431 62.252539
10533 24459 189.270477 62.262238
11795 29083 189.230773 62.285374
11380 27240 189.263591 62.276401
11854 29315 189.246036 62.287155
5302 11612 189.115674 62.199602
7041 15493 189.094121 62.21838
7327 16025 189.095768 62.221378
5829 12725 189.130474 62.205136
5640 12240 189.138854 62.20305
7715 16886 189.120826 62.225725
7634 16705 189.130039 62.224942
6130 13429 189.164886 62.208471
6112 13564 189.166143 62.208778
8090 17940 189.147867 62.230544
8195 18070 189.151368 62.23152
9960 22823 189.122649 62.253615
9592 21726 189.139611 62.249112
