ID_V2.1D ID_V4.1 RA DEC
2963 6442 189.277603 62.172809
2944 6336 189.276575 62.172466
3187 6989 189.262545 62.176183
2794 5954 189.263072 62.170389
2714 5883 189.261312 62.169659
4054 9148 189.215803 62.187448
2182 4750 189.255895 62.161707
11748 28846 189.304564 62.28423
10421 24192 189.346617 62.260673
10862 25688 189.314198 62.267747
9842 22370 189.332888 62.25189
9795 22583 189.337933 62.253775
10297 23869 189.305355 62.258837
10374 24074 189.307953 62.260021
10305 23685 189.304384 62.258594
9372 21279 189.318961 62.246289
9807 22457 189.294494 62.251995
11100 26458 189.239127 62.271706
10127 23344 189.26177 62.256256
-9999 23418 189.264188 62.257323
10166 23339 189.262381 62.256577
10668 25017 189.234635 62.264527
9367 21290 189.26806 62.24618
8482 19082 189.27995 62.23558
8067 17958 189.277659 62.23029
10013 22932 189.216052 62.25437
9766 22299 189.215897 62.251312
9748 22144 189.203552 62.250694
9436 21522 189.203758 62.24751
7979 17530 189.2398 62.228946
8072 17748 189.229765 62.230061
8045 17714 189.229436 62.229753
6459 14283 189.260841 62.212227
7245 16010 189.227983 62.220786
8548 19067 189.181473 62.235831
8043 17709 189.188961 62.229736
8304 18442 189.171059 62.232888
5234 11340 189.226215 62.198642
5476 11911 189.233089 62.201344
7032 15509 189.171995 62.218386
6347 13905 189.173849 62.210796
7195 15976 189.140654 62.220373
27918 41021 53.187368 -27.719188
31880 46168 53.174798 -27.694863
26192 38807 53.181805 -27.72992
29399 42811 53.167996 -27.711349
25802 38116 53.171305 -27.732946
27454 40218 53.161953 -27.722657
27080 39713 53.158777 -27.725004
31417 45531 53.145431 -27.698008
29305 42809 53.145921 -27.710523
32372 46938 53.134558 -27.690656
26101 38584 53.142226 -27.730667
30756 44711 53.12902 -27.70217
26117 38559 53.131352 -27.730795
29068 42363 53.118374 -27.712934
29292 42333 53.121256 -27.712377
30491 44322 53.110658 -27.70385
28008 41181 53.107013 -27.718224
27670 40859 53.110505 -27.717713
24057 35705 53.113001 -27.745551
28464 41748 53.100815 -27.715987
28692 41886 53.09765 -27.715282
28295 41218 53.093567 -27.717725
29179 42705 53.089465 -27.711547
26656 39198 53.091428 -27.727428
29265 42556 53.083138 -27.711987
27645 40679 53.079406 -27.720873
23656 35178 53.084025 -27.748237
22627 33853 53.082539 -27.755253
23763 32352 34.439965 -5.169341
23708 32176 34.434081 -5.169385
20075 27256 34.448085 -5.185372
26090 35270 34.406557 -5.158026
21198 28791 34.427345 -5.179993
20587 27928 34.42319 -5.182924
17937 24412 34.434024 -5.195281
23480 31902 34.397362 -5.170279
20166 27391 34.412133 -5.184343
22249 30198 34.396535 -5.175129
21581 29268 34.397523 -5.178583
20773 28213 34.394762 -5.181501
21175 28712 34.395601 -5.180897
19443 26427 34.398652 -5.187979
16373 22341 34.412924 -5.201294
18871 25642 34.39475 -5.191058
17476 23854 34.398995 -5.196855
14431 19851 34.413385 -5.21042
14153 19954 34.410489 -5.210653
18056 24519 34.384188 -5.193987
12120 16761 34.415634 -5.220016
15921 21834 34.39005 -5.203643
15678 21513 34.385549 -5.205011
14291 19708 34.389054 -5.211504
10000 13877 34.410707 -5.230256
8857 12435 34.41087 -5.234824
12057 16873 34.386297 -5.221214
10049 13932 34.389983 -5.22982
6945 9954 34.397493 -5.24284
7673 10932 34.391128 -5.240724
6055 8735 34.394016 -5.246883
7276 10403 34.379132 -5.24189
8474 11926 34.366957 -5.236786
6187 8928 34.375948 -5.24637
-9999 38426 214.607132 52.729179
-9999 38757 214.606476 52.729462
-9999 38259 214.615601 52.733833
-9999 38207 214.625839 52.740459
-9999 34946 214.61792 52.721279
-9999 37919 214.637207 52.744537
-9999 36978 214.639206 52.743904
-9999 30163 214.624329 52.706696
-9999 31250 214.637787 52.720528
-9999 33158 214.655838 52.738491
-9999 31323 214.657639 52.735439
-9999 28503 214.656204 52.722473
-9999 25896 214.655029 52.711685
-9999 26486 214.664078 52.720539
10360 28756 214.68071 52.741055
-9999 20409 214.673401 52.702564
7895 22162 214.694626 52.725391
6593 19375 214.694702 52.713425
6741 18964 214.695038 52.713398
6927 21112 214.715805 52.735405
6894 20136 214.7229 52.736534
-9999 13890 214.709564 52.703075
-9999 12983 214.720917 52.707054
-9999 10309 214.719772 52.695156
3757 11190 214.742676 52.715569
-9999 6482 214.729172 52.685787
3472 10382 214.753311 52.71994
3009 9183 214.761276 52.720371
1587 5499 214.758865 52.702576
-9999 2567 214.750534 52.683018
-9999 1648 214.75351 52.681458
-9999 1848 214.753006 52.681873
13845 39567 214.846344 52.905159
13931 39897 214.845825 52.905315
12414 34842 214.837723 52.877121
11959 34308 214.843155 52.876778
12005 33801 214.851913 52.883129
11155 30756 214.858231 52.876125
10272 28453 214.854797 52.864052
11016 30650 214.872635 52.885571
9509 28310 214.877991 52.876759
9228 26054 214.880936 52.873665
8855 24851 214.890091 52.874676
9168 25383 214.909225 52.891163
7071 20263 214.899704 52.863457
8606 24447 214.927139 52.899181
8111 22682 214.929733 52.89489
5901 16933 214.915955 52.862019
5111 15221 214.914627 52.853512
4761 13671 214.917007 52.850376
5514 16339 214.938324 52.874329
5618 16026 214.938065 52.874332
6001 17556 214.953293 52.890419
3988 11802 214.936142 52.855892
3851 11516 214.949249 52.863487
3111 9447 214.955353 52.859497
4261 12141 214.979233 52.888409
3411 10386 214.979858 52.880852
2138 6957 214.977997 52.864731
2010 6369 214.980057 52.86417
946 4123 214.977997 52.851265
1402 5041 214.99408 52.867867
1002 3883 214.995148 52.863594
16459 15710 150.145218 2.340251
16580 15840 150.141479 2.341203
11816 11343 150.146881 2.295288
14269 13653 150.14003 2.318056
14532 13894 150.135742 2.321054
12368 11865 150.136932 2.300029
12378 11871 150.133057 2.303255
13444 12902 150.125687 2.312197
12515 12563 150.126434 2.312125
13877 13295 150.121094 2.314884
14209 13599 150.115189 2.318178
14102 13490 150.117722 2.318207
13015 12476 150.115158 2.306881
12609 12093 150.113785 2.302864
13280 12717 150.110031 2.309548
11609 11136 150.109085 2.294313
14379 13739 150.100632 2.320232
14956 14291 150.092941 2.325224
11549 11076 150.096497 2.293017
11278 10815 150.098129 2.29344
11018 10565 150.094238 2.287269
12372 11862 150.085358 2.300797
11223 10769 150.084396 2.29049
12471 11968 150.079056 2.301734
11461 10989 150.077515 2.292315
11982 11494 150.073929 2.297983
13219 12663 150.069366 2.3081
15092 14425 150.063293 2.326248
13717 13074 150.062469 2.3141
14031 13420 150.058884 2.31588
12223 11735 150.055984 2.298817
12248 11744 150.055069 2.298522
12813 -9999 150.051697 2.305828
22641 21722 150.157104 2.40162
26497 25328 150.145966 2.440717
24215 23125 150.147522 2.415328
23999 22929 150.146286 2.414805
24263 23173 150.142654 2.41605
26548 25365 150.133621 2.44174
26730 25534 150.129883 2.44436
26762 25604 150.124649 2.444443
22426 21440 150.128922 2.398084
22306 21324 150.123367 2.39653
23927 22874 150.116821 2.412369
26504 25312 150.108871 2.440676
26108 24933 150.105988 2.436183
25670 24510 150.102081 2.431831
26393 25208 150.096802 2.439336
23397 22393 150.097198 2.407425
24637 23525 150.091049 2.41978
23224 22221 150.090912 2.405532
22392 21413 150.088943 2.399108
22959 21972 150.084671 2.40332
23365 22353 150.081665 2.406698
21298 20360 150.07962 2.386338
21323 20368 150.082016 2.386661
23604 22582 150.071579 2.411124
23330 22285 150.072388 2.411419
21457 20500 150.072784 2.387867
25935 24776 150.058945 2.43446
23977 22939 150.056442 2.413366
24054 22985 150.058716 2.413707
22900 21928 150.05542 2.402404
8288 18550 189.372281 62.232968
6883 15183 189.396233 62.216656
8112 18161 189.363387 62.231349
8299 18633 189.349345 62.233462
6547 14466 189.37785 62.213281
6956 15439 189.357565 62.217933
6976 15359 189.349967 62.217878
6933 15159 189.346725 62.21679
7231 16060 189.327407 62.220864
7286 16232 189.33109 62.222258
7683 17082 189.299282 62.225956
4988 10867 189.345567 62.196346
4377 9797 189.339045 62.192027
4499 10044 189.324228 62.191715
4656 10041 189.327274 62.19272
4569 10109 189.310893 62.192387
4665 10377 189.313461 62.193339
4970 10842 189.29615 62.196164
6459 14283 189.260841 62.212227
4073 9183 189.299374 62.187648
3513 7760 189.300255 62.180805
3675 7974 189.30321 62.181988
3716 8371 189.288583 62.183416
3654 8099 189.282645 62.1827
3254 7138 189.268275 62.177339
3611 8038 189.254411 62.181765
4032 9030 189.236969 62.186791
4414 9913 189.213127 62.191144
3540 7939 189.221287 62.181274
4338 9619 189.189703 62.191064
1645 3441 189.251086 62.152729
3604 8033 189.186907 62.181908
-9999 40738 214.79361 52.874504
-9999 38257 214.778641 52.849659
-9999 36292 214.780212 52.841927
13064 36741 214.794769 52.855259
13155 37143 214.793243 52.85569
-9999 37776 214.811615 52.871239
-9999 37664 214.812408 52.870953
-9999 37033 214.820465 52.874542
-9999 37496 214.81842 52.875412
12205 33958 214.819672 52.861565
11327 31531 214.81752 52.850101
10375 28473 214.810272 52.833057
10259 28149 214.811722 52.832802
10942 30014 214.839127 52.860138
9260 25522 214.816879 52.82634
9643 27039 214.834442 52.843735
10231 28023 214.852432 52.861416
9867 27252 214.855621 52.860031
-9999 24846 214.855392 52.851437
7789 21572 214.845245 52.831299
7598 22678 214.844177 52.83152
7369 20611 214.847107 52.828423
-9999 20784 214.859314 52.837124
-9999 20791 214.858673 52.837181
-9999 19719 214.872437 52.84251
-9999 17632 214.870758 52.833202
5426 15457 214.869247 52.823212
6153 17754 214.898804 52.852562
5231 15171 214.901321 52.844311
3686 10832 214.892136 52.82085
4133 11766 214.921265 52.845795
2564 7986 214.905563 52.817806
1734 6311 214.905762 52.809868
788 3011 214.908524 52.798473
1902 6315 214.944107 52.838139
13828 39483 214.819855 52.884922
-9999 37943 214.818787 52.876854
13539 38310 214.829803 52.886757
13414 38020 214.831619 52.886463
13256 37366 214.838165 52.88892
13184 37086 214.839233 52.888496
13062 36858 214.842865 52.889805
-9999 33768 214.834045 52.870132
-9999 37401 214.863861 52.907097
11297 31441 214.850967 52.873474
-9999 34874 214.875931 52.904675
10369 28659 214.854477 52.864731
9867 27252 214.855621 52.860031
10476 28650 214.869736 52.876202
10222 28038 214.87587 52.878063
10161 27882 214.876816 52.877834
9896 27458 214.8871 52.883053
-9999 28421 214.90477 52.89967
-9999 27429 214.907623 52.899017
-9999 22935 214.901321 52.876553
-9999 23206 214.899826 52.877037
7442 20924 214.903824 52.869339
6153 17754 214.898804 52.852562
6056 17664 214.911118 52.860775
6954 19387 214.933945 52.885677
6179 17213 214.93277 52.876156
5190 14776 214.927719 52.862473
4133 11766 214.921265 52.845795
5148 14818 214.947052 52.876198
4877 16066 214.946106 52.876217
4262 12512 214.951111 52.869099
3661 10970 214.967422 52.874561
2902 9128 214.976212 52.872486
1303 4519 214.966522 52.846729
2040 6500 214.987701 52.870071
18907 18116 150.150299 2.364125
19119 18294 150.146194 2.366298
19036 18206 150.138062 2.364732
19101 18284 150.139664 2.364992
19437 18604 150.132324 2.368933
19470 18633 150.131775 2.368938
19457 18651 150.128052 2.369443
19550 18668 150.129288 2.369574
17482 16594 150.124954 2.350219
17101 16342 150.122528 2.347118
16861 16141 150.120743 2.34444
17292 16527 150.118103 2.347806
20393 19499 150.110092 2.377325
20624 19712 150.106827 2.379728
20331 19439 150.101501 2.376723
19779 18924 150.097305 2.371788
17251 16482 150.097687 2.348159
17312 16545 150.094208 2.348533
17365 -9999 150.09317 2.348355
19717 18859 150.086472 2.371468
19355 18517 150.087433 2.371742
17493 16609 150.088074 2.350293
16494 15776 150.086441 2.340362
16289 15556 150.085388 2.340316
20661 19753 150.07576 2.380644
16387 15656 150.08046 2.339661
20979 20062 150.068481 2.383552
20804 19886 150.066574 2.38119
18569 17762 150.068298 2.360252
20891 19985 150.060349 2.382773
20825 19917 150.054855 2.381469
19471 18672 150.052307 2.369308
15645 14954 150.055328 2.332553
15552 14851 150.05571 2.332765
13357 34851 189.214321 62.323237
13216 34436 189.206127 62.319929
12933 33548 189.210406 62.313253
12950 33579 189.189438 62.313689
12523 32033 189.204558 62.303908
12083 30260 189.226266 62.292244
11961 29743 189.223517 62.290086
12168 30564 189.204078 62.294339
12024 30053 189.197529 62.29133
11745 28805 189.196902 62.284106
12039 30090 189.170172 62.29124
11773 28890 189.178237 62.285173
10895 25773 189.205681 62.267926
10805 25498 189.201972 62.266611
11131 26621 189.179829 62.272322
11252 26798 189.154663 62.274602
11619 28270 189.129825 62.281167
11516 27876 189.123697 62.279249
11382 27366 189.11497 62.276578
10316 23953 189.140289 62.259171
11249 26888 189.094383 62.274943
9776 22235 189.139196 62.251304
9960 22823 189.122649 62.253615
10124 23499 189.095582 62.257407
10125 23173 189.075798 62.255855
9831 22483 189.078712 62.251895
9875 22372 189.079228 62.252193
9969 22904 189.067164 62.253834
7956 17599 189.121464 62.228903
13115 37248 214.802948 52.862297
13196 37115 214.802032 52.862316
11942 33039 214.791473 52.838127
12330 34304 214.8172 52.860832
-9999 33886 214.834763 52.872669
12075 33381 214.839478 52.87376
10862 29690 214.833298 52.854904
9306 25574 214.819473 52.828358
-9999 25622 214.831863 52.838161
9107 25403 214.834183 52.837517
10052 27351 214.858871 52.863686
9394 25664 214.860535 52.85836
7789 21572 214.845245 52.831299
7598 22678 214.844177 52.83152
7369 20611 214.847107 52.828423
-9999 21309 214.862412 52.842922
-9999 20442 214.871231 52.845131
-9999 18508 214.868225 52.835556
5526 15419 214.864517 52.820393
6440 17881 214.894135 52.851681
6506 18438 214.892761 52.852108
5270 14880 214.888687 52.835266
4748 13470 214.897736 52.836182
4499 12933 214.900711 52.83556
3631 10447 214.894348 52.821377
4140 11823 214.915329 52.841618
3697 10965 214.919144 52.84024
2676 8329 214.913208 52.824726
2102 6875 214.918762 52.822136
1868 6237 214.922394 52.821976
2599 7914 214.946365 52.84687
1175 5040 214.937759 52.826511
804 2965 214.935272 52.81749
523 2514 214.939377 52.817368
807 3038 214.951492 52.829151
-9999 1307 214.947769 52.817932
16667 15922 150.152878 2.341792
19885 19014 150.149475 2.372355
19882 19024 150.146973 2.37227
19810 18950 150.1436 2.37163
17704 16923 150.141556 2.351817
19227 18396 150.138885 2.366626
18497 17691 150.136856 2.359277
20207 19342 150.132034 2.375727
21491 20542 150.127151 2.38786
21369 20416 150.122757 2.386497
21112 20171 150.118286 2.383943
20966 20030 150.117432 2.383903
18952 18133 150.115402 2.363473
19876 19013 150.112 2.372633
17158 16392 150.110474 2.346679
19987 19118 150.107193 2.373396
19940 19067 150.105759 2.373216
20637 19728 150.102875 2.379413
16549 15810 150.1008 2.341475
18654 17842 150.096878 2.360803
18639 17831 150.095871 2.360671
19593 18758 150.09433 2.370171
19642 18791 150.09021 2.370597
17493 16609 150.088074 2.350293
19539 18698 150.083145 2.369241
18838 18020 150.079529 2.362509
21113 20172 150.074203 2.384615
18001 17205 150.070602 2.354769
17781 17009 150.066666 2.353475
20565 19670 150.061493 2.378687
21230 20288 150.058166 2.385076
20724 19821 150.055069 2.381142
16115 15392 150.053223 2.336663
27246 26021 150.142929 2.448758
27046 25830 150.144897 2.448857
24028 -9999 150.146011 2.413057
25898 24738 150.138336 2.434114
26263 25084 150.135162 2.437765
25514 24377 150.134583 2.429958
23817 22773 150.13414 2.411121
26762 25604 150.124649 2.444443
24582 23483 150.126984 2.418682
25197 24060 150.121521 2.426185
22306 21324 150.123367 2.39653
25729 24579 150.112122 2.431938
25748 24596 150.112534 2.432061
23593 22576 150.113892 2.40907
23571 22552 150.115311 2.409184
26108 24933 150.105988 2.436183
23496 22482 150.108246 2.408508
23487 22478 150.10788 2.408291
25117 23982 150.101273 2.424743
25116 23985 150.101837 2.424768
25094 23947 150.096375 2.425354
24871 23757 150.094955 2.425172
24909 23784 150.091049 2.422443
23889 22843 150.090363 2.412306
23932 22882 150.090973 2.412331
22980 21984 150.088287 2.402823
24276 23183 150.083176 2.415931
24282 23192 150.082855 2.415826
24984 23857 150.079453 2.423201
23126 22121 150.080276 2.404752
23910 22862 150.073212 2.412554
25018 23895 150.066605 2.423707
23886 22838 150.065353 2.411813
23534 22515 150.062866 2.411828
24777 23663 150.059341 2.421295
24054 22985 150.058716 2.413707
25610 24467 150.052826 2.430518
21230 20288 150.058166 2.385076
21274 20326 150.061005 2.385499
20918 19995 150.05629 2.382179
12618 32526 189.264258 62.305768
12742 32868 189.247162 62.309053
12744 32915 189.246554 62.308584
12132 30461 189.269501 62.293135
12468 -9999 189.234362 62.301576
12563 32275 189.213604 62.304125
12003 30004 189.236822 62.290398
11795 29083 189.230773 62.285374
12309 31173 189.180817 62.297742
12217 30811 189.175842 62.295435
11797 29067 189.188523 62.285387
11615 28202 189.187961 62.281185
11610 28209 189.188385 62.281203
10895 25773 189.205681 62.267926
10946 25916 189.195166 62.268843
10477 24471 189.204276 62.261779
11737 -9999 189.138684 62.283826
11693 28356 189.139421 62.284229
11057 26371 189.148752 62.270942
10612 24682 189.154625 62.26331
11584 -9999 189.105025 62.280335
9442 21256 189.176542 62.246857
10130 23207 189.148048 62.256068
11274 27040 189.096916 62.274825
9960 22823 189.122649 62.253615
8791 19597 189.139578 62.238374
9174 20621 189.107298 62.243385
9742 22065 189.08106 62.25063
13527 38393 214.667068 52.772118
14028 40220 214.700912 52.80476
12907 36205 214.676422 52.768612
12230 34559 214.67395 52.75872
12215 34268 214.696243 52.774147
12064 33827 214.697754 52.773643
11133 31102 214.704453 52.767544
10359 28655 214.692291 52.749123
10571 30074 214.713821 52.768604
10028 27704 214.73024 52.772762
10126 28068 214.745224 52.784622
8458 23458 214.716629 52.74688
8743 24481 214.748901 52.773148
8281 23409 214.759964 52.776943
7735 21561 214.769226 52.776852
6144 18015 214.747971 52.745708
-9999 17542 214.747345 52.745792
5660 16025 214.742767 52.735573
5877 17028 214.762314 52.752842
5502 15485 214.765976 52.750179
5206 15133 214.767624 52.74958
5821 16520 214.794067 52.774124
5180 14635 214.794662 52.767506
5208 15470 214.793381 52.768238
3418 10134 214.764252 52.727024
3101 9444 214.76738 52.725834
3486 10298 214.79303 52.748116
3546 10511 214.79213 52.748497
2587 8103 214.793533 52.738571
2013 6771 214.807846 52.742634
2132 8497 214.803375 52.744366
2168 6784 214.806686 52.742928
959 3634 214.79715 52.72179
912 3658 214.816162 52.735134
760 3126 214.82634 52.740189
-9999 33203 214.906296 52.919186
13254 37316 214.934082 52.956787
12757 35764 214.936829 52.951775
12023 33677 214.941605 52.946331
11720 32546 214.948563 52.947025
11599 31994 214.950424 52.946705
9835 27546 214.940186 52.920666
9429 25768 214.945282 52.918781
9487 25890 214.944992 52.918995
10189 27973 214.965256 52.941223
9416 25817 214.975967 52.940556
6971 19416 214.974152 52.914333
6160 17563 214.974106 52.905994
5943 16687 214.977814 52.905624
7184 20297 215.005875 52.939419
6770 19004 215.0121 52.938923
4192 11946 214.992508 52.896912
5222 14627 215.016922 52.925385
5336 15871 215.030258 52.937485
5535 15446 215.029755 52.937511
3965 11250 215.027878 52.919518
4061 12063 215.02594 52.919952
3013 8903 215.031052 52.911243
1747 5985 215.025574 52.894016
-9999 8907 215.044983 52.919525
-9999 3971 215.03064 52.889416
1760 5805 215.051605 52.912117
1057 4035 215.050583 52.903336
1462 5082 215.062286 52.916348
1753 5957 215.07341 52.927887
822 3094 215.066742 52.910835
433 1940 215.068787 52.907036
241 2277 215.070084 52.906876
261 1472 215.072113 52.906265
13665 38881 214.964752 52.984753
13848 39569 214.96196 52.985729
13579 38478 214.976151 52.991535
12240 33942 214.960037 52.961201
12063 33455 214.977509 52.971672
12169 34320 214.975281 52.972321
12266 33843 214.975952 52.972336
11239 31353 214.970947 52.957741
10664 29650 214.969666 52.949894
11376 31704 215.01091 52.987732
10292 28648 214.998871 52.966385
10139 27708 215.00795 52.970512
8988 25062 215.001678 52.954819
8472 23219 215.002808 52.94976
8984 24648 215.031311 52.975037
7536 20817 215.00914 52.944592
-9999 23289 215.041489 52.977493
-9999 22900 215.04277 52.977112
6672 18635 215.030334 52.950642
-9999 20216 215.058105 52.976856
5796 16427 215.034698 52.944298
6235 17520 215.063553 52.969307
5572 15737 215.067078 52.964634
-9999 15435 215.079147 52.972416
4655 13218 215.070129 52.957001
3995 11284 215.070053 52.949394
3836 11209 215.071274 52.949299
3029 9314 215.06308 52.934887
2190 7432 215.065216 52.928829
2277 6959 215.066818 52.92831
2229 6981 215.073257 52.932491
1646 5510 215.069489 52.923454
1198 4181 215.077499 52.923519
771 2904 215.076385 52.91687
676 2650 215.091156 52.926228
254 1606 215.091446 52.920048
10595 10179 150.149139 2.283485
10587 10162 150.148148 2.283239
9460 9044 150.148773 2.272051
10493 10066 150.144943 2.282394
10076 9677 150.142944 2.278515
7116 6889 150.144882 2.248175
9302 8958 150.137817 2.270638
8173 7883 150.135849 2.259974
9739 9395 150.125702 2.275264
8917 8617 150.122162 2.268101
8382 8067 150.118774 2.2623
8441 8144 150.118881 2.262423
7399 7160 150.118362 2.251725
10021 9638 150.111938 2.277581
6486 6283 150.11528 2.241913
8034 7747 150.110413 2.258615
6257 6079 150.109467 2.240072
8014 7735 150.103333 2.258506
8080 7794 150.102325 2.258422
6085 5912 150.102356 2.238183
6624 6417 150.096024 2.24298
6585 6379 150.095825 2.242874
10760 10314 150.08577 2.285141
8593 8280 150.086502 2.264317
8611 8284 150.084976 2.26406
10397 9973 150.078003 2.281317
10282 9871 150.077835 2.281156
8376 8081 150.078522 2.261902
7193 6963 150.076584 2.249683
10185 9801 150.068665 2.279753
6637 6425 150.072479 2.243767
8494 8188 150.066238 2.263128
7100 6875 150.064896 2.248651
7047 6826 150.062759 2.247732
5614 5462 150.061584 2.233631
5926 5779 150.057693 2.236765
5823 5681 150.055801 2.23611
-9999 34699 189.452742 62.322138
-9999 35924 189.413371 62.33266
13676 35745 189.407875 62.331336
13764 35975 189.392558 62.333478
14005 36582 189.360305 62.340745
13262 34565 189.395353 62.321215
13113 34410 189.397148 62.321633
-9999 32085 189.427197 62.303305
-9999 33079 189.404404 62.309507
-9999 33077 189.391625 62.309686
-9999 32034 189.393417 62.303318
13336 34812 189.333481 62.32304
13090 34002 189.3349 62.317394
12997 33691 189.324531 62.315462
-9999 29851 189.377424 62.29023
-9999 28380 189.378381 62.28194
-9999 29834 189.346795 62.290055
12189 30709 189.32413 62.294761
12246 30995 189.311918 62.296508
11841 29263 189.327803 62.286542
11834 29232 189.32889 62.287188
11806 29095 189.32619 62.285957
-9999 27035 189.345257 62.274355
