ID_V2.1D ID_V4.1 RA DEC FIELD
19642 18791 150.09021 2.370597 COSMOS
17493 16609 150.088074 2.350293 COSMOS
19539 18698 150.083145 2.369241 COSMOS
18838 18020 150.079529 2.362509 COSMOS
21113 20172 150.074203 2.384615 COSMOS
18001 17205 150.070602 2.354769 COSMOS
17781 17009 150.066666 2.353475 COSMOS
20565 19670 150.061493 2.378687 COSMOS
21230 20288 150.058166 2.385076 COSMOS
20724 19821 150.055069 2.381142 COSMOS
16115 15392 150.053223 2.336663 COSMOS
27246 26021 150.142929 2.448758 COSMOS
27046 25830 150.144897 2.448857 COSMOS
24028 -9999 150.146011 2.413057 COSMOS
25898 24738 150.138336 2.434114 COSMOS
26263 25084 150.135162 2.437765 COSMOS
25514 24377 150.134583 2.429958 COSMOS
23817 22773 150.13414 2.411121 COSMOS
26762 25604 150.124649 2.444443 COSMOS
24582 23483 150.126984 2.418682 COSMOS
25197 24060 150.121521 2.426185 COSMOS
22306 21324 150.123367 2.39653 COSMOS
25729 24579 150.112122 2.431938 COSMOS
25748 24596 150.112534 2.432061 COSMOS
23593 22576 150.113892 2.40907 COSMOS
23571 22552 150.115311 2.409184 COSMOS
26108 24933 150.105988 2.436183 COSMOS
23496 22482 150.108246 2.408508 COSMOS
23487 22478 150.10788 2.408291 COSMOS
25117 23982 150.101273 2.424743 COSMOS
25116 23985 150.101837 2.424768 COSMOS
25094 23947 150.096375 2.425354 COSMOS
24871 23757 150.094955 2.425172 COSMOS
24909 23784 150.091049 2.422443 COSMOS
23889 22843 150.090363 2.412306 COSMOS
23932 22882 150.090973 2.412331 COSMOS
22980 21984 150.088287 2.402823 COSMOS
24276 23183 150.083176 2.415931 COSMOS
24282 23192 150.082855 2.415826 COSMOS
24984 23857 150.079453 2.423201 COSMOS
23126 22121 150.080276 2.404752 COSMOS
23910 22862 150.073212 2.412554 COSMOS
25018 23895 150.066605 2.423707 COSMOS
23886 22838 150.065353 2.411813 COSMOS
23534 22515 150.062866 2.411828 COSMOS
24777 23663 150.059341 2.421295 COSMOS
24054 22985 150.058716 2.413707 COSMOS
25610 24467 150.052826 2.430518 COSMOS
21230 20288 150.058166 2.385076 COSMOS
21274 20326 150.061005 2.385499 COSMOS
20918 19995 150.05629 2.382179 COSMOS
12618 32526 189.264258 62.305768 GOODS-N
12742 32868 189.247162 62.309053 GOODS-N
12744 32915 189.246554 62.308584 GOODS-N
12132 30461 189.269501 62.293135 GOODS-N
12468 -9999 189.234362 62.301576 GOODS-N
12563 32275 189.213604 62.304125 GOODS-N
12003 30004 189.236822 62.290398 GOODS-N
11795 29083 189.230773 62.285374 GOODS-N
12309 31173 189.180817 62.297742 GOODS-N
12217 30811 189.175842 62.295435 GOODS-N
11797 29067 189.188523 62.285387 GOODS-N
11615 28202 189.187961 62.281185 GOODS-N
11610 28209 189.188385 62.281203 GOODS-N
10895 25773 189.205681 62.267926 GOODS-N
10946 25916 189.195166 62.268843 GOODS-N
10477 24471 189.204276 62.261779 GOODS-N
11737 -9999 189.138684 62.283826 GOODS-N
11693 28356 189.139421 62.284229 GOODS-N
11057 26371 189.148752 62.270942 GOODS-N
10612 24682 189.154625 62.26331 GOODS-N
11584 -9999 189.105025 62.280335 GOODS-N
9442 21256 189.176542 62.246857 GOODS-N
10130 23207 189.148048 62.256068 GOODS-N
11274 27040 189.096916 62.274825 GOODS-N
9960 22823 189.122649 62.253615 GOODS-N
8791 19597 189.139578 62.238374 GOODS-N
9174 20621 189.107298 62.243385 GOODS-N
9742 22065 189.08106 62.25063 GOODS-N
13527 38393 214.667068 52.772118 AEGIS
14028 40220 214.700912 52.80476 AEGIS
12907 36205 214.676422 52.768612 AEGIS
12230 34559 214.67395 52.75872 AEGIS
12215 34268 214.696243 52.774147 AEGIS
12064 33827 214.697754 52.773643 AEGIS
11133 31102 214.704453 52.767544 AEGIS
10359 28655 214.692291 52.749123 AEGIS
10571 30074 214.713821 52.768604 AEGIS
10028 27704 214.73024 52.772762 AEGIS
10126 28068 214.745224 52.784622 AEGIS
8458 23458 214.716629 52.74688 AEGIS
8743 24481 214.748901 52.773148 AEGIS
8281 23409 214.759964 52.776943 AEGIS
7735 21561 214.769226 52.776852 AEGIS
6144 18015 214.747971 52.745708 AEGIS
-9999 17542 214.747345 52.745792 AEGIS
5660 16025 214.742767 52.735573 AEGIS
5877 17028 214.762314 52.752842 AEGIS
5502 15485 214.765976 52.750179 AEGIS
5206 15133 214.767624 52.74958 AEGIS
5821 16520 214.794067 52.774124 AEGIS
5180 14635 214.794662 52.767506 AEGIS
5208 15470 214.793381 52.768238 AEGIS
3418 10134 214.764252 52.727024 AEGIS
3101 9444 214.76738 52.725834 AEGIS
3486 10298 214.79303 52.748116 AEGIS
3546 10511 214.79213 52.748497 AEGIS
2587 8103 214.793533 52.738571 AEGIS
2013 6771 214.807846 52.742634 AEGIS
2132 8497 214.803375 52.744366 AEGIS
2168 6784 214.806686 52.742928 AEGIS
959 3634 214.79715 52.72179 AEGIS
912 3658 214.816162 52.735134 AEGIS
760 3126 214.82634 52.740189 AEGIS
-9999 33203 214.906296 52.919186 AEGIS
13254 37316 214.934082 52.956787 AEGIS
12757 35764 214.936829 52.951775 AEGIS
12023 33677 214.941605 52.946331 AEGIS
11720 32546 214.948563 52.947025 AEGIS
11599 31994 214.950424 52.946705 AEGIS
9835 27546 214.940186 52.920666 AEGIS
9429 25768 214.945282 52.918781 AEGIS
9487 25890 214.944992 52.918995 AEGIS
10189 27973 214.965256 52.941223 AEGIS
9416 25817 214.975967 52.940556 AEGIS
6971 19416 214.974152 52.914333 AEGIS
6160 17563 214.974106 52.905994 AEGIS
5943 16687 214.977814 52.905624 AEGIS
7184 20297 215.005875 52.939419 AEGIS
6770 19004 215.0121 52.938923 AEGIS
4192 11946 214.992508 52.896912 AEGIS
5222 14627 215.016922 52.925385 AEGIS
5336 15871 215.030258 52.937485 AEGIS
5535 15446 215.029755 52.937511 AEGIS
3965 11250 215.027878 52.919518 AEGIS
4061 12063 215.02594 52.919952 AEGIS
3013 8903 215.031052 52.911243 AEGIS
1747 5985 215.025574 52.894016 AEGIS
-9999 8907 215.044983 52.919525 AEGIS
-9999 3971 215.03064 52.889416 AEGIS
1760 5805 215.051605 52.912117 AEGIS
1057 4035 215.050583 52.903336 AEGIS
1462 5082 215.062286 52.916348 AEGIS
1753 5957 215.07341 52.927887 AEGIS
822 3094 215.066742 52.910835 AEGIS
433 1940 215.068787 52.907036 AEGIS
241 2277 215.070084 52.906876 AEGIS
261 1472 215.072113 52.906265 AEGIS
13665 38881 214.964752 52.984753 AEGIS
13848 39569 214.96196 52.985729 AEGIS
13579 38478 214.976151 52.991535 AEGIS
12240 33942 214.960037 52.961201 AEGIS
12063 33455 214.977509 52.971672 AEGIS
12169 34320 214.975281 52.972321 AEGIS
12266 33843 214.975952 52.972336 AEGIS
11239 31353 214.970947 52.957741 AEGIS
10664 29650 214.969666 52.949894 AEGIS
11376 31704 215.01091 52.987732 AEGIS
10292 28648 214.998871 52.966385 AEGIS
10139 27708 215.00795 52.970512 AEGIS
8988 25062 215.001678 52.954819 AEGIS
8472 23219 215.002808 52.94976 AEGIS
8984 24648 215.031311 52.975037 AEGIS
7536 20817 215.00914 52.944592 AEGIS
-9999 23289 215.041489 52.977493 AEGIS
-9999 22900 215.04277 52.977112 AEGIS
6672 18635 215.030334 52.950642 AEGIS
-9999 20216 215.058105 52.976856 AEGIS
5796 16427 215.034698 52.944298 AEGIS
6235 17520 215.063553 52.969307 AEGIS
5572 15737 215.067078 52.964634 AEGIS
-9999 15435 215.079147 52.972416 AEGIS
4655 13218 215.070129 52.957001 AEGIS
3995 11284 215.070053 52.949394 AEGIS
3836 11209 215.071274 52.949299 AEGIS
3029 9314 215.06308 52.934887 AEGIS
2190 7432 215.065216 52.928829 AEGIS
2277 6959 215.066818 52.92831 AEGIS
2229 6981 215.073257 52.932491 AEGIS
1646 5510 215.069489 52.923454 AEGIS
1198 4181 215.077499 52.923519 AEGIS
771 2904 215.076385 52.91687 AEGIS
676 2650 215.091156 52.926228 AEGIS
254 1606 215.091446 52.920048 AEGIS
10595 10179 150.149139 2.283485 COSMOS
10587 10162 150.148148 2.283239 COSMOS
9460 9044 150.148773 2.272051 COSMOS
10493 10066 150.144943 2.282394 COSMOS
10076 9677 150.142944 2.278515 COSMOS
7116 6889 150.144882 2.248175 COSMOS
9302 8958 150.137817 2.270638 COSMOS
8173 7883 150.135849 2.259974 COSMOS
9739 9395 150.125702 2.275264 COSMOS
8917 8617 150.122162 2.268101 COSMOS
8382 8067 150.118774 2.2623 COSMOS
8441 8144 150.118881 2.262423 COSMOS
7399 7160 150.118362 2.251725 COSMOS
10021 9638 150.111938 2.277581 COSMOS
6486 6283 150.11528 2.241913 COSMOS
8034 7747 150.110413 2.258615 COSMOS
6257 6079 150.109467 2.240072 COSMOS
8014 7735 150.103333 2.258506 COSMOS
8080 7794 150.102325 2.258422 COSMOS
6085 5912 150.102356 2.238183 COSMOS
6624 6417 150.096024 2.24298 COSMOS
6585 6379 150.095825 2.242874 COSMOS
10760 10314 150.08577 2.285141 COSMOS
8593 8280 150.086502 2.264317 COSMOS
8611 8284 150.084976 2.26406 COSMOS
10397 9973 150.078003 2.281317 COSMOS
10282 9871 150.077835 2.281156 COSMOS
8376 8081 150.078522 2.261902 COSMOS
7193 6963 150.076584 2.249683 COSMOS
10185 9801 150.068665 2.279753 COSMOS
6637 6425 150.072479 2.243767 COSMOS
8494 8188 150.066238 2.263128 COSMOS
7100 6875 150.064896 2.248651 COSMOS
7047 6826 150.062759 2.247732 COSMOS
5614 5462 150.061584 2.233631 COSMOS
5926 5779 150.057693 2.236765 COSMOS
5823 5681 150.055801 2.23611 COSMOS
-9999 34699 189.452742 62.322138 GOODS-N
-9999 35924 189.413371 62.33266 GOODS-N
13676 35745 189.407875 62.331336 GOODS-N
13764 35975 189.392558 62.333478 GOODS-N
14005 36582 189.360305 62.340745 GOODS-N
13262 34565 189.395353 62.321215 GOODS-N
13113 34410 189.397148 62.321633 GOODS-N
-9999 32085 189.427197 62.303305 GOODS-N
-9999 33079 189.404404 62.309507 GOODS-N
-9999 33077 189.391625 62.309686 GOODS-N
-9999 32034 189.393417 62.303318 GOODS-N
13336 34812 189.333481 62.32304 GOODS-N
13090 34002 189.3349 62.317394 GOODS-N
12997 33691 189.324531 62.315462 GOODS-N
-9999 29851 189.377424 62.29023 GOODS-N
-9999 28380 189.378381 62.28194 GOODS-N
-9999 29834 189.346795 62.290055 GOODS-N
12189 30709 189.32413 62.294761 GOODS-N
12246 30995 189.311918 62.296508 GOODS-N
11841 29263 189.327803 62.286542 GOODS-N
11834 29232 189.32889 62.287188 GOODS-N
11806 29095 189.32619 62.285957 GOODS-N
-9999 27035 189.345257 62.274355 GOODS-N
11689 28599 189.312276 62.283364 GOODS-N
11593 28082 189.309681 62.282336 GOODS-N
11635 28237 189.30135 62.281951 GOODS-N
11654 28406 189.302197 62.282019 GOODS-N
11195 26794 189.308967 62.274418 GOODS-N
11658 28436 189.275917 62.282135 GOODS-N
10539 24623 189.30695 62.262584 GOODS-N
11361 27308 189.260881 62.276094 GOODS-N
11299 27073 189.259821 62.275279 GOODS-N
9637 21887 189.307865 62.24948 GOODS-N
-9999 39876 214.783813 52.861526 AEGIS
-9999 37375 214.778046 52.844357 AEGIS
-9999 34888 214.775116 52.833412 AEGIS
12650 35796 214.798874 52.853077 AEGIS
12839 35814 214.79718 52.853458 AEGIS
12237 34027 214.808502 52.853798 AEGIS
12445 34465 214.806229 52.854553 AEGIS
-9999 34749 214.829575 52.870579 AEGIS
-9999 33506 214.832794 52.869553 AEGIS
10555 28910 214.816086 52.839146 AEGIS
-9999 28610 214.816834 52.838997 AEGIS
9519 26162 214.813034 52.826176 AEGIS
10420 28522 214.842621 52.856377 AEGIS
8995 25193 214.830856 52.834274 AEGIS
-9999 25825 214.852615 52.85257 AEGIS
8883 24985 214.861099 52.854733 AEGIS
6821 19338 214.838013 52.816696 AEGIS
6824 19507 214.85083 52.82592 AEGIS
-9999 19530 214.863968 52.835087 AEGIS
-9999 20021 214.874695 52.843822 AEGIS
6754 18753 214.877411 52.842983 AEGIS
6502 18952 214.87825 52.842648 AEGIS
5220 15229 214.865082 52.818462 AEGIS
4819 13761 214.873032 52.819576 AEGIS
5673 15882 214.90242 52.848824 AEGIS
5238 15037 214.90834 52.849304 AEGIS
5038 17329 214.905258 52.850952 AEGIS
3973 11753 214.899628 52.829468 AEGIS
4445 13262 214.917343 52.847309 AEGIS
4353 12972 214.918015 52.847153 AEGIS
1601 6691 214.892166 52.800137 AEGIS
1638 5689 214.907135 52.808918 AEGIS
1594 5642 214.918549 52.816525 AEGIS
726 3112 214.911942 52.80069 AEGIS
434 2058 214.918625 52.800999 AEGIS
21895 20928 150.151428 2.393277 COSMOS
19268 18435 150.148346 2.367413 COSMOS
20210 19325 150.14534 2.375498 COSMOS
20175 19292 150.145676 2.375355 COSMOS
19815 18969 150.142899 2.373258 COSMOS
19972 19098 150.141541 2.373192 COSMOS
20725 19812 150.137039 2.381512 COSMOS
19865 18992 150.134445 2.372638 COSMOS
18601 17797 150.130585 2.361461 COSMOS
18332 17539 150.128113 2.358078 COSMOS
19023 18200 150.124435 2.36429 COSMOS
21401 20449 150.117691 2.38767 COSMOS
20160 19319 150.114258 2.376064 COSMOS
20393 19499 150.110092 2.377325 COSMOS
17323 16547 150.106873 2.348791 COSMOS
17828 17038 150.103043 2.353319 COSMOS
18889 18067 150.099136 2.363505 COSMOS
18423 17641 150.096649 2.359687 COSMOS
18466 17652 150.092529 2.359369 COSMOS
19642 18791 150.09021 2.370597 COSMOS
19582 18742 150.087921 2.370402 COSMOS
18820 17997 150.083923 2.363242 COSMOS
18904 18086 150.083588 2.363366 COSMOS
18127 17364 150.081543 2.35734 COSMOS
17985 17089 150.079407 2.358113 COSMOS
18290 17490 150.079147 2.358047 COSMOS
19555 18695 150.076736 2.370348 COSMOS
17616 16842 150.075043 2.351086 COSMOS
18725 17913 150.071335 2.362909 COSMOS
19215 18392 150.065842 2.367845 COSMOS
19707 18871 150.063004 2.371392 COSMOS
19034 18404 150.064621 2.371228 COSMOS
18898 18064 150.057846 2.363772 COSMOS
18855 18033 150.054611 2.363087 COSMOS
11052 26304 189.311532 62.271332 GOODS-N
9887 22535 189.335816 62.252561 GOODS-N
10209 23503 189.317191 62.257343 GOODS-N
10254 23674 189.30634 62.25803 GOODS-N
11361 27308 189.260881 62.276094 GOODS-N
9134 20601 189.31599 62.243166 GOODS-N
10813 25505 189.261858 62.266997 GOODS-N
9469 21507 189.288254 62.247611 GOODS-N
9561 21749 189.280023 62.248776 GOODS-N
10443 24345 189.244758 62.261225 GOODS-N
10644 24825 189.232897 62.263926 GOODS-N
10668 25017 189.234635 62.264527 GOODS-N
8482 19082 189.27995 62.23558 GOODS-N
9617 21938 189.245413 62.249523 GOODS-N
8243 18289 189.264967 62.232295 GOODS-N
8444 18982 189.239071 62.235546 GOODS-N
7376 16484 189.251209 62.223205 GOODS-N
9453 21543 189.184791 62.248054 GOODS-N
9548 21732 189.186667 62.248717 GOODS-N
7404 16351 189.221874 62.222642 GOODS-N
8568 19140 189.18366 62.236138 GOODS-N
7247 15926 189.202049 62.220634 GOODS-N
7704 17204 189.168773 62.226327 GOODS-N
6402 14140 189.18383 62.212455 GOODS-N
5084 11159 189.205617 62.197399 GOODS-N
4953 10939 189.201736 62.196235 GOODS-N
6680 14739 189.159268 62.214464 GOODS-N
6553 14462 189.155894 62.213145 GOODS-N
4338 9619 189.189703 62.191064 GOODS-N
4642 10311 189.172571 62.195145 GOODS-N
1858 6264 214.822678 52.751492 AEGIS
2752 8674 214.825851 52.763718 AEGIS
3226 9894 214.816818 52.762833 AEGIS
4371 12653 214.815002 52.773411 AEGIS
4525 12834 214.81369 52.773727 AEGIS
4618 13360 214.806686 52.770424 AEGIS
5321 15230 214.796082 52.770241 AEGIS
5683 16970 214.792465 52.772926 AEGIS
5882 16821 214.780243 52.765274 AEGIS
5904 16958 214.779984 52.765476 AEGIS
5799 16267 214.761566 52.750362 AEGIS
5985 17375 214.753723 52.747902 AEGIS
6922 19633 214.754532 52.758453 AEGIS
8174 22552 214.753662 52.770168 AEGIS
9067 25824 214.758301 52.784031 AEGIS
9185 25372 214.750122 52.778118 AEGIS
8077 23617 214.719437 52.746834 AEGIS
10452 28774 214.736755 52.781719 AEGIS
10177 27718 214.739929 52.780472 AEGIS
9592 26886 214.714142 52.757523 AEGIS
10582 29178 214.719681 52.771011 AEGIS
11291 31931 214.720047 52.781284 AEGIS
12162 34377 214.722733 52.79287 AEGIS
11734 32777 214.69223 52.76532 AEGIS
12809 36046 214.704727 52.787674 AEGIS
12055 34089 214.681717 52.762386 AEGIS
12552 35056 214.681961 52.767609 AEGIS
12568 35075 214.681656 52.767632 AEGIS
12540 35062 214.668533 52.757973 AEGIS
13354 38195 214.671616 52.773449 AEGIS
1601 6691 214.892166 52.800137 AEGIS
1991 6499 214.886963 52.798325 AEGIS
1869 7032 214.878754 52.793129 AEGIS
1966 6357 214.879929 52.792831 AEGIS
2450 8061 214.87294 52.794353 AEGIS
2300 8093 214.873474 52.794373 AEGIS
2027 6836 214.859222 52.779411 AEGIS
2639 8470 214.857361 52.78508 AEGIS
2864 8611 214.85556 52.785454 AEGIS
3703 11452 214.861603 52.801212 AEGIS
2531 7984 214.835785 52.768013 AEGIS
2732 8215 214.833939 52.76852 AEGIS
2752 8674 214.825851 52.763718 AEGIS
4699 13567 214.83902 52.794365 AEGIS
4627 13066 214.840576 52.794044 AEGIS
4149 12900 214.821213 52.777809 AEGIS
5941 17555 214.832016 52.804024 AEGIS
6040 18105 214.821381 52.797859 AEGIS
6740 19391 214.815537 52.800068 AEGIS
6721 20038 214.814804 52.800632 AEGIS
5683 16970 214.792465 52.772926 AEGIS
6020 17435 214.788498 52.773182 AEGIS
6945 19864 214.789734 52.78413 AEGIS
7638 21413 214.785004 52.787338 AEGIS
10002 27274 214.799622 52.821114 AEGIS
8065 22224 214.769897 52.780426 AEGIS
8990 25290 214.769318 52.790642 AEGIS
9287 26142 214.764465 52.790504 AEGIS
9379 26049 214.757599 52.785786 AEGIS
10126 28068 214.745224 52.784622 AEGIS
9941 27083 214.748093 52.783825 AEGIS
11674 32680 214.739243 52.798393 AEGIS
12019 33579 214.73114 52.796902 AEGIS
12162 34377 214.722733 52.79287 AEGIS
12708 35483 214.711853 52.791 AEGIS
12608 35131 214.713104 52.790485 AEGIS
757 3075 215.072327 52.914303 AEGIS
740 3080 215.050232 52.898651 AEGIS
1518 5315 215.055115 52.912155 AEGIS
2213 7546 215.047699 52.915318 AEGIS
1904 6657 215.024582 52.895851 AEGIS
3086 9895 215.035584 52.916756 AEGIS
3495 10307 215.031555 52.917664 AEGIS
3417 10170 215.015015 52.905148 AEGIS
3291 9565 214.990997 52.886032 AEGIS
4563 13283 214.991776 52.900703 AEGIS
5793 16569 215.008286 52.926189 AEGIS
5733 16484 215.008957 52.925789 AEGIS
6388 18345 214.999832 52.926872 AEGIS
7076 20070 214.999939 52.934162 AEGIS
6695 18857 214.976898 52.913589 AEGIS
8156 22734 214.993454 52.940445 AEGIS
7975 22344 214.96962 52.921909 AEGIS
8475 23658 214.969299 52.92762 AEGIS
8710 24341 214.963501 52.925251 AEGIS
9595 27047 214.967499 52.937717 AEGIS
9694 27001 214.966919 52.937981 AEGIS
9499 26255 214.969635 52.937126 AEGIS
9410 25925 214.970398 52.936714 AEGIS
9937 27627 214.958969 52.934498 AEGIS
9857 27406 214.945618 52.92429 AEGIS
9974 27539 214.936325 52.918625 AEGIS
10556 28894 214.939529 52.926655 AEGIS
10705 29259 214.928574 52.920689 AEGIS
11803 32670 214.940384 52.942028 AEGIS
12416 34401 214.947357 52.954262 AEGIS
-9999 35262 214.938538 52.950897 AEGIS
12533 34848 214.915543 52.933407 AEGIS
13055 37226 214.913437 52.940388 AEGIS
339 2427 215.108643 52.935024 AEGIS
-9999 3237 215.109055 52.941223 AEGIS
-9999 3478 215.108795 52.941383 AEGIS
-9999 6141 215.121384 52.961422 AEGIS
1168 4428 215.09906 52.93914 AEGIS
-9999 7188 215.102234 52.952763 AEGIS
2268 7131 215.088348 52.943691 AEGIS
2515 7904 215.073029 52.935883 AEGIS
-9999 10734 215.086075 52.958233 AEGIS
-9999 11930 215.078857 52.956783 AEGIS
4482 12824 215.064026 52.950893 AEGIS
5257 14718 215.068558 52.9622 AEGIS
5453 15846 215.064255 52.962112 AEGIS
5628 17297 215.060883 52.963409 AEGIS
4760 14495 215.031906 52.933197 AEGIS
6863 19286 215.054916 52.970276 AEGIS
6590 18728 215.040085 52.957287 AEGIS
6732 18669 215.032501 52.952465 AEGIS
8439 23277 215.020248 52.961926 AEGIS
8535 24299 215.012741 52.958908 AEGIS
8876 24472 215.005173 52.955715 AEGIS
9445 27315 215.000488 52.960194 AEGIS
10673 29234 215.000076 52.971024 AEGIS
11893 33370 215.011215 52.993961 AEGIS
12225 33951 215.00795 52.994896 AEGIS
12031 34257 214.999832 52.988758 AEGIS
-9999 34542 214.996689 52.989948 AEGIS
11796 33196 214.966278 52.961388 AEGIS
12843 36189 214.973419 52.979221 AEGIS
13102 37270 214.968658 52.97987 AEGIS
13800 39367 214.976807 52.995487 AEGIS
-9999 379 215.160446 52.961929 AEGIS
-9999 5130 215.182709 53.001076 AEGIS
-9999 3677 215.164917 52.982517 AEGIS
-9999 5095 215.155197 52.980896 AEGIS
-9999 4805 215.142288 52.972092 AEGIS
-9999 4693 215.143997 52.971531 AEGIS
-9999 9175 215.148651 52.995438 AEGIS
-9999 8786 215.151199 52.99485 AEGIS
-9999 9319 215.132584 52.983654 AEGIS
-9999 9568 215.130127 52.984474 AEGIS
-9999 10004 215.134216 52.98291 AEGIS
-9999 12479 215.138657 53.001099 AEGIS
-9999 10598 215.119186 52.981312 AEGIS
-9999 11056 215.116974 52.981857 AEGIS
-9999 16112 215.135849 53.014606 AEGIS
-9999 14536 215.117783 52.995033 AEGIS
-9999 12414 215.095398 52.971661 AEGIS
-9999 12441 215.095184 52.97184 AEGIS
-9999 13206 215.091278 52.971992 AEGIS
-9999 18407 215.109695 53.005333 AEGIS
-9999 19490 215.106628 53.007835 AEGIS
-9999 20148 215.104477 53.008583 AEGIS
-9999 15451 215.072739 52.967224 AEGIS
-9999 15784 215.072144 52.9674 AEGIS
-9999 22731 215.096466 53.012924 AEGIS
-9999 22612 215.095825 53.013187 AEGIS
-9999 24172 215.09436 53.017799 AEGIS
-9999 20671 215.069717 52.986732 AEGIS
-9999 22370 215.069016 52.992599 AEGIS
-9999 30228 215.095093 53.041779 AEGIS
-9999 27438 215.064407 53.008869 AEGIS
-9999 25975 215.048782 52.992683 AEGIS
-9999 28037 215.04068 52.995338 AEGIS
-9999 29114 215.036911 52.996975 AEGIS
-9999 29045 215.037308 52.996807 AEGIS
-9999 31886 215.04274 53.011524 AEGIS
-9999 33172 215.040161 53.014179 AEGIS
-9999 35054 215.042755 53.023384 AEGIS
-9999 34296 215.026184 53.00872 AEGIS
-9999 36050 215.025116 53.014893 AEGIS
-9999 36180 215.024292 53.015251 AEGIS
12322 34091 215.005859 52.994087 AEGIS
726 3112 214.911942 52.80069 AEGIS
656 2957 214.903152 52.793552 AEGIS
1711 5834 214.905838 52.808853 AEGIS
1601 6691 214.892166 52.800137 AEGIS
1949 6569 214.880539 52.793476 AEGIS
1213 4398 214.870026 52.777245 AEGIS
-9999 4736 214.867661 52.777744 AEGIS
1915 6484 214.852554 52.773556 AEGIS
4356 12873 214.853806 52.801113 AEGIS
-9999 16556 214.857422 52.819649 AEGIS
4138 12311 214.841049 52.789879 AEGIS
3899 11101 214.833954 52.781338 AEGIS
3803 10873 214.835068 52.780979 AEGIS
6581 18318 214.842667 52.816666 AEGIS
5941 17555 214.832016 52.804024 AEGIS
5419 15363 214.818375 52.786484 AEGIS
5204 15082 214.810699 52.779758 AEGIS
7102 20015 214.815277 52.803452 AEGIS
8395 23250 214.81131 52.813618 AEGIS
8659 23781 214.804504 52.81123 AEGIS
7386 20499 214.791916 52.789139 AEGIS
9652 26383 214.799866 52.817867 AEGIS
-9999 25944 214.789841 52.808945 AEGIS
-9999 25242 214.793442 52.808598 AEGIS
8146 23040 214.774445 52.785709 AEGIS
-9999 28710 214.777893 52.810352 AEGIS
-9999 30032 214.776138 52.815502 AEGIS
-9999 32856 214.77684 52.825939 AEGIS
-9999 30596 214.762451 52.807796 AEGIS
-9999 34661 214.764816 52.825226 AEGIS
11565 31977 214.753967 52.807037 AEGIS
11177 30758 214.745865 52.796654 AEGIS
8244 22931 214.890778 52.868767 AEGIS
8855 24851 214.890091 52.874676 AEGIS
6179 17213 214.93277 52.876156 AEGIS
4796 13673 214.956512 52.878551 AEGIS
3904 14439 214.955841 52.877144 AEGIS
6363 17849 214.938965 52.882778 AEGIS
5509 15796 214.95459 52.884792 AEGIS
4793 13827 214.972412 52.890102 AEGIS
6626 18543 214.951584 52.894661 AEGIS
6655 18454 214.951202 52.894314 AEGIS
6181 17450 214.962341 52.897594 AEGIS
10080 27825 214.91069 52.901115 AEGIS
6030 16885 214.971863 52.902275 AEGIS
-9999 28526 214.916214 52.908474 AEGIS
-9999 29585 214.918121 52.913998 AEGIS
-9999 30086 214.918472 52.91431 AEGIS
-9999 34818 214.893326 52.916832 AEGIS
-9999 32803 214.906555 52.918942 AEGIS
11198 31257 214.921738 52.922245 AEGIS
11771 32638 214.918732 52.926453 AEGIS
9848 26963 214.954636 52.92976 AEGIS
13717 39088 214.895523 52.93663 AEGIS
9325 25510 214.973587 52.937733 AEGIS
10224 28537 214.966064 52.942829 AEGIS
10379 28607 214.965973 52.943703 AEGIS
9940 27510 214.975784 52.946255 AEGIS
13159 37096 214.928192 52.951408 AEGIS
13653 38767 214.921768 52.954052 AEGIS
11229 31108 214.970993 52.957397 AEGIS
11334 31317 214.971115 52.958221 AEGIS
11239 31353 214.970947 52.957741 AEGIS
11040 30194 214.986877 52.965721 AEGIS
10167 27629 214.977066 52.948399 AEGIS
13356 37765 214.932495 52.956932 AEGIS
11720 32546 214.948563 52.947025 AEGIS
9068 24680 214.970169 52.9324 AEGIS
13639 38758 214.915558 52.94907 AEGIS
11765 32761 214.931442 52.935574 AEGIS
11820 32589 214.933823 52.937389 AEGIS
12455 34606 214.921951 52.936871 AEGIS
9551 26075 214.949966 52.923222 AEGIS
11705 32124 214.925781 52.930019 AEGIS
13210 37149 214.904846 52.935398 AEGIS
13717 39088 214.895523 52.93663 AEGIS
8522 23286 214.94783 52.911282 AEGIS
-9999 33973 214.905014 52.922478 AEGIS
-9999 34316 214.904327 52.922062 AEGIS
9328 26009 214.931625 52.908741 AEGIS
-9999 35493 214.892151 52.919277 AEGIS
7242 20001 214.945007 52.896172 AEGIS
-9999 28122 214.910919 52.904057 AEGIS
7996 22136 214.928528 52.892487 AEGIS
7621 20923 214.929337 52.888893 AEGIS
8699 24108 214.916336 52.89135 AEGIS
9318 26047 214.905121 52.891621 AEGIS
-9999 34371 214.872543 52.900616 AEGIS
7159 19891 214.916565 52.87532 AEGIS
8071 22525 214.905838 52.877125 AEGIS
7520 20865 214.907043 52.872368 AEGIS
11357 31322 214.866058 52.884312 AEGIS
11167 30847 214.863739 52.880413 AEGIS
11187 30691 214.86438 52.88092 AEGIS
11176 30670 214.864792 52.881081 AEGIS
12974 36524 214.838531 52.885075 AEGIS
1679 1769 150.054886 2.198201 COSMOS
1578 1620 150.053223 2.19811 COSMOS
3884 3865 150.058868 2.217182 COSMOS
3838 3825 150.057526 2.217249 COSMOS
2181 2291 150.064041 2.203295 COSMOS
1633 1544 150.068924 2.196927 COSMOS
