ID_V2.1D ID_V4.1 RA DEC FIELD
694 728 150.073822 2.189373 COSMOS
87 145 150.079727 2.178483 COSMOS
3878 3843 150.079361 2.216961 COSMOS
579 624 150.085342 2.186394 COSMOS
2676 2737 150.086746 2.20686 COSMOS
170 241 150.091064 2.180237 COSMOS
1999 2094 150.095627 2.200727 COSMOS
1641 1742 150.094269 2.20059 COSMOS
2178 2276 150.098145 2.202946 COSMOS
780 851 150.101562 2.189121 COSMOS
4130 4064 150.101562 2.219145 COSMOS
1217 1300 150.105515 2.193502 COSMOS
2114 2207 150.107635 2.202005 COSMOS
2548 2629 150.111465 2.206539 COSMOS
4219 4154 150.11557 2.219992 COSMOS
4359 4292 150.120377 2.221267 COSMOS
2400 2513 150.127121 2.204983 COSMOS
-9999 3077 150.12912 2.210037 COSMOS
2713 2789 150.134583 2.207152 COSMOS
4664 4536 150.13826 2.225018 COSMOS
4719 4598 150.137711 2.224976 COSMOS
1986 2058 150.142761 2.200662 COSMOS
4149 4080 150.146194 2.219571 COSMOS
4227 4153 150.145889 2.219624 COSMOS
1062 1138 150.152435 2.191594 COSMOS
1052 1126 150.151382 2.191562 COSMOS
5277 5132 150.151596 2.230584 COSMOS
7274 7051 150.056732 2.250556 COSMOS
7212 6990 150.056976 2.250709 COSMOS
8270 7983 150.060059 2.262118 COSMOS
9626 9241 150.061752 2.274957 COSMOS
9551 9260 150.062485 2.275149 COSMOS
9698 9368 150.061386 2.275018 COSMOS
8399 8093 150.06459 2.264034 COSMOS
7210 6977 150.069519 2.249986 COSMOS
8472 8164 150.072739 2.263474 COSMOS
9819 9435 150.07576 2.275963 COSMOS
9900 9511 150.074188 2.276043 COSMOS
8703 8381 150.080353 2.265939 COSMOS
8803 8490 150.081619 2.265941 COSMOS
8790 8481 150.085098 2.266183 COSMOS
8302 8013 150.088867 2.261612 COSMOS
5868 5702 150.093597 2.237218 COSMOS
8075 7788 150.100052 2.258597 COSMOS
8033 7767 150.097656 2.258658 COSMOS
5660 5503 150.104645 2.234245 COSMOS
7003 6774 150.107315 2.247725 COSMOS
7075 6849 150.10704 2.247793 COSMOS
6917 6693 150.111877 2.246477 COSMOS
7522 7273 150.114502 2.253601 COSMOS
5895 5795 150.122177 2.237991 COSMOS
5758 5632 150.125504 2.235532 COSMOS
6355 6179 150.129578 2.241192 COSMOS
8750 8442 150.135437 2.265389 COSMOS
8136 7844 150.138062 2.259832 COSMOS
10067 9667 150.139786 2.279638 COSMOS
10192 9745 150.141205 2.279795 COSMOS
6073 5902 150.146729 2.23897 COSMOS
6060 5888 150.14505 2.239188 COSMOS
9077 8749 150.149536 2.269615 COSMOS
25825 24763 150.056702 2.434663 COSMOS
24026 22953 150.064087 2.413386 COSMOS
24787 23673 150.066391 2.421214 COSMOS
24705 23598 150.066849 2.42117 COSMOS
24072 22995 150.071472 2.414533 COSMOS
24316 23223 150.07373 2.41663 COSMOS
24362 23271 150.07431 2.41671 COSMOS
22768 21780 150.078156 2.400998 COSMOS
21739 20774 150.083176 2.391832 COSMOS
23203 22193 150.085419 2.405958 COSMOS
23180 22185 150.088837 2.404913 COSMOS
22479 21492 150.091553 2.399045 COSMOS
22571 21598 150.090851 2.399 COSMOS
22954 21955 150.095352 2.40281 COSMOS
23854 22819 150.096909 2.411817 COSMOS
23847 22804 150.103607 2.411721 COSMOS
24287 23210 150.105194 2.41642 COSMOS
24294 23211 150.104263 2.416407 COSMOS
24428 23334 150.107147 2.418309 COSMOS
26417 25229 150.108414 2.439715 COSMOS
25556 24414 150.112259 2.430289 COSMOS
25153 24020 150.115173 2.425531 COSMOS
25808 24653 150.116455 2.4335 COSMOS
22306 21324 150.123367 2.39653 COSMOS
25868 24713 150.120666 2.433744 COSMOS
25718 24574 150.123245 2.432022 COSMOS
25964 24813 150.126358 2.434763 COSMOS
26730 25534 150.129883 2.44436 COSMOS
26869 25544 150.129456 2.444447 COSMOS
25514 24377 150.134583 2.429958 COSMOS
22242 21256 150.141098 2.396396 COSMOS
25196 24053 150.141144 2.426035 COSMOS
22604 21618 150.148987 2.399808 COSMOS
23041 22044 150.153 2.404349 COSMOS
25825 24763 150.056702 2.434663 COSMOS
25532 24301 150.06041 2.430155 COSMOS
26702 25518 150.063919 2.442616 COSMOS
26747 25515 150.069061 2.443994 COSMOS
29282 27945 150.066772 2.47286 COSMOS
29334 27981 150.066376 2.472945 COSMOS
29825 28440 150.07135 2.479642 COSMOS
27280 26039 150.079651 2.449553 COSMOS
29626 28258 150.07695 2.477324 COSMOS
29673 28304 150.077957 2.477318 COSMOS
27268 26043 150.084198 2.448771 COSMOS
28495 27216 150.083817 2.462857 COSMOS
26634 25443 150.093964 2.44245 COSMOS
29414 28058 150.090866 2.474334 COSMOS
26285 25090 150.100662 2.438548 COSMOS
28380 27120 150.100311 2.462559 COSMOS
26417 25229 150.108414 2.439715 COSMOS
29224 27906 150.105667 2.47183 COSMOS
29042 27738 150.104507 2.471467 COSMOS
30709 29230 150.106033 2.490141 COSMOS
29163 27839 150.115799 2.471609 COSMOS
29538 28175 150.117661 2.475502 COSMOS
30059 28649 150.120193 2.482249 COSMOS
26730 25534 150.129883 2.44436 COSMOS
26869 25544 150.129456 2.444447 COSMOS
29491 28126 150.128952 2.474977 COSMOS
29056 27748 150.132721 2.470349 COSMOS
29062 27745 150.131714 2.470065 COSMOS
28431 27158 150.138153 2.46244 COSMOS
27801 26555 150.141647 2.45471 COSMOS
29967 28565 150.139343 2.481772 COSMOS
29941 28546 150.139618 2.481894 COSMOS
28324 27056 150.147171 2.46068 COSMOS
-9999 29123 150.145157 2.488128 COSMOS
1639 1720 150.199722 2.197021 COSMOS
1245 1331 150.160034 2.193138 COSMOS
2133 2239 150.18335 2.201934 COSMOS
2156 2260 150.164825 2.202266 COSMOS
2701 2781 150.174286 2.207339 COSMOS
3784 3773 150.198151 2.216589 COSMOS
3956 3918 150.197906 2.217291 COSMOS
4252 4178 150.193756 2.22013 COSMOS
4230 4156 150.179321 2.21977 COSMOS
4073 4029 150.152786 2.218739 COSMOS
5091 4962 150.187027 2.228152 COSMOS
5375 5224 150.180023 2.231276 COSMOS
5720 5571 150.191315 2.235879 COSMOS
6069 5901 150.189407 2.238142 COSMOS
5988 5814 150.169128 2.238396 COSMOS
6279 6077 150.168961 2.241183 COSMOS
7043 6817 150.193604 2.247921 COSMOS
6965 6743 150.182983 2.247925 COSMOS
6976 6750 150.163025 2.247491 COSMOS
7829 7561 150.184967 2.255849 COSMOS
8532 8232 150.203644 2.263664 COSMOS
7689 7433 150.147354 2.25441 COSMOS
7677 7417 150.147385 2.254142 COSMOS
8824 8515 150.184479 2.266262 COSMOS
9620 9251 150.202194 2.27327 COSMOS
9642 9294 150.201782 2.274979 COSMOS
8641 8388 150.141998 2.2651 COSMOS
9773 9393 150.163544 2.275086 COSMOS
10530 10121 150.179871 2.283129 COSMOS
9986 9593 150.14064 2.277493 COSMOS
10394 9971 150.143539 2.281797 COSMOS
10591 10169 150.137054 2.283272 COSMOS
5247 5101 150.05777 2.229783 COSMOS
5094 4964 150.060333 2.22822 COSMOS
5080 4946 150.059463 2.227984 COSMOS
7305 7065 150.059952 2.250408 COSMOS
8201 7912 150.061325 2.259976 COSMOS
8323 8038 150.066467 2.261457 COSMOS
8324 8030 150.064743 2.26123 COSMOS
8244 7951 150.06395 2.261152 COSMOS
5516 5372 150.076996 2.23239 COSMOS
6189 6018 150.079361 2.239008 COSMOS
8651 8338 150.079483 2.264529 COSMOS
7214 6983 150.08519 2.249341 COSMOS
9136 8809 150.083405 2.269044 COSMOS
9104 8773 150.084183 2.268966 COSMOS
8593 8280 150.086502 2.264317 COSMOS
6761 6551 150.093048 2.24491 COSMOS
6805 6591 150.093765 2.244948 COSMOS
6375 6202 150.096115 2.240835 COSMOS
10486 10062 150.092041 2.282236 COSMOS
10479 10054 150.094025 2.282295 COSMOS
6261 6075 150.106415 2.239497 COSMOS
9445 9094 150.103058 2.272229 COSMOS
9505 9145 150.102158 2.272103 COSMOS
8861 8454 150.107437 2.266432 COSMOS
7027 6803 150.116089 2.247671 COSMOS
7819 7549 150.120148 2.255581 COSMOS
9174 8878 150.119949 2.269748 COSMOS
9182 8872 150.121918 2.270069 COSMOS
11092 10660 150.12088 2.287923 COSMOS
8846 8540 150.131561 2.266287 COSMOS
8854 8544 150.130417 2.266109 COSMOS
6557 6344 150.138794 2.242446 COSMOS
8674 8363 150.136429 2.264702 COSMOS
8504 8201 150.135727 2.264544 COSMOS
10005 9614 150.135971 2.277397 COSMOS
10998 10550 150.136871 2.286813 COSMOS
10076 9677 150.142944 2.278515 COSMOS
10668 10232 150.14595 2.283675 COSMOS
8215 7958 150.153107 2.260479 COSMOS
11579 11153 150.057068 2.292857 COSMOS
14146 13537 150.059204 2.31702 COSMOS
11457 11003 150.067657 2.292523 COSMOS
10543 10113 150.072479 2.282637 COSMOS
12923 12398 150.070557 2.305163 COSMOS
12444 11939 150.073547 2.30062 COSMOS
12458 11961 150.076523 2.300848 COSMOS
11887 11403 150.083267 2.296227 COSMOS
13927 13323 150.083435 2.314889 COSMOS
10479 10054 150.094025 2.282295 COSMOS
11202 10743 150.096603 2.28913 COSMOS
16254 15532 150.091324 2.338502 COSMOS
13690 13101 150.100464 2.312696 COSMOS
13237 12680 150.104172 2.308049 COSMOS
12218 11716 150.111267 2.298435 COSMOS
15516 14830 150.108902 2.330559 COSMOS
11092 10660 150.12088 2.287923 COSMOS
15697 14993 150.116333 2.332495 COSMOS
14678 14034 150.114746 2.332782 COSMOS
11948 11463 150.127686 2.296289 COSMOS
15510 14831 150.126266 2.331088 COSMOS
13111 12577 150.134354 2.307329 COSMOS
13173 12611 150.138794 2.307211 COSMOS
12046 11559 150.146118 2.297038 COSMOS
13346 12780 150.147049 2.309249 COSMOS
13266 12707 150.149017 2.309264 COSMOS
13166 12615 150.152191 2.307811 COSMOS
13096 12552 150.150528 2.307651 COSMOS
1079 1162 150.176849 2.191617 COSMOS
1786 1870 150.192963 2.198309 COSMOS
2136 2237 150.199707 2.201722 COSMOS
2553 2624 150.203033 2.205385 COSMOS
2727 2809 150.202911 2.207459 COSMOS
2556 2642 150.203125 2.205586 COSMOS
2352 2446 150.170074 2.203538 COSMOS
2543 2647 150.164124 2.205783 COSMOS
2997 3063 150.165588 2.209642 COSMOS
3770 3757 150.170242 2.216125 COSMOS
3766 3754 150.17038 2.215889 COSMOS
4399 4307 150.177094 2.221284 COSMOS
4551 4441 150.165543 2.223037 COSMOS
4872 4740 150.158798 2.226079 COSMOS
6159 5985 150.181732 2.239041 COSMOS
6301 6124 150.181671 2.240005 COSMOS
6468 6268 150.181335 2.241516 COSMOS
6922 6700 150.188843 2.246516 COSMOS
6978 6754 150.175034 2.24719 COSMOS
6976 6750 150.163025 2.247491 COSMOS
7763 7495 150.192184 2.255122 COSMOS
8163 7869 150.193176 2.259666 COSMOS
8215 7958 150.153107 2.260479 COSMOS
9005 8679 150.180939 2.268349 COSMOS
9061 8697 150.16568 2.268176 COSMOS
9027 8703 150.165619 2.267805 COSMOS
8895 8511 150.144363 2.266898 COSMOS
9802 9415 150.178558 2.275298 COSMOS
10119 9712 150.167191 2.278481 COSMOS
10076 9677 150.142944 2.278515 COSMOS
10925 10487 150.167191 2.286382 COSMOS
10819 10378 150.16713 2.285785 COSMOS
11299 10835 150.174423 2.290125 COSMOS
8561 19258 189.091519 62.237637 GOODS-N
10043 23073 189.055784 62.25497 GOODS-N
9823 22386 189.074038 62.25181 GOODS-N
9829 22337 189.073711 62.251753 GOODS-N
-9999 20044 189.125343 62.241088 GOODS-N
9144 20751 189.127861 62.244281 GOODS-N
10312 24033 189.115293 62.259381 GOODS-N
-9999 28493 189.086178 62.282662 GOODS-N
11268 27246 189.125376 62.276665 GOODS-N
10757 25353 189.165578 62.266478 GOODS-N
11318 27206 189.159936 62.275342 GOODS-N
11097 26401 189.181327 62.273523 GOODS-N
10895 25773 189.205681 62.267926 GOODS-N
11187 26806 189.204834 62.273652 GOODS-N
11936 29464 189.175778 62.2896 GOODS-N
11620 28257 189.209469 62.282141 GOODS-N
-9999 32846 189.166368 62.309262 GOODS-N
12538 32122 189.188211 62.304484 GOODS-N
12781 33008 189.18681 62.310538 GOODS-N
13016 33775 189.188648 62.315319 GOODS-N
-9999 34782 189.18311 62.323505 GOODS-N
12979 33707 189.213513 62.315507 GOODS-N
-9999 829 189.081074 62.120958 GOODS-N
91 328 189.114418 62.111347 GOODS-N
567 1363 189.089916 62.130791 GOODS-N
265 764 189.122335 62.120873 GOODS-N
-9999 129 189.16849 62.106222 GOODS-N
767 1678 189.119711 62.135432 GOODS-N
925 1994 189.119688 62.138843 GOODS-N
548 1319 189.147454 62.130343 GOODS-N
608 1437 189.149749 62.131271 GOODS-N
2077 4567 189.095512 62.160311 GOODS-N
1447 3216 189.124854 62.150345 GOODS-N
-9999 633 189.20296 62.116966 GOODS-N
913 1975 189.174605 62.138963 GOODS-N
371 1081 189.210747 62.126419 GOODS-N
2372 5148 189.146521 62.164086 GOODS-N
2074 4560 189.165498 62.160224 GOODS-N
2604 5657 189.164023 62.168501 GOODS-N
2538 5306 189.162718 62.168405 GOODS-N
2537 5507 189.173457 62.167296 GOODS-N
1927 4209 189.205093 62.1579 GOODS-N
-9999 2213 189.244317 62.141187 GOODS-N
3665 8014 189.172799 62.182077 GOODS-N
4141 9105 189.171917 62.187681 GOODS-N
2849 6134 189.217433 62.171477 GOODS-N
2406 5176 189.249451 62.164497 GOODS-N
4238 9387 189.213601 62.188849 GOODS-N
4035 8807 189.227368 62.186286 GOODS-N
-9999 4898 189.285415 62.163117 GOODS-N
767 1678 189.119711 62.135432 GOODS-N
1052 2272 189.099616 62.141722 GOODS-N
1163 2548 189.085876 62.144412 GOODS-N
1180 2586 189.051037 62.145174 GOODS-N
1431 3151 189.050148 62.14998 GOODS-N
2090 4603 189.098902 62.160354 GOODS-N
2024 4478 189.099424 62.159319 GOODS-N
2468 5359 189.130354 62.166122 GOODS-N
2238 4854 189.03785 62.162612 GOODS-N
2218 4762 189.038016 62.162234 GOODS-N
2751 5969 189.074045 62.169778 GOODS-N
3119 6814 189.109879 62.175199 GOODS-N
2928 6309 189.054696 62.172537 GOODS-N
2908 6215 189.028569 62.172619 GOODS-N
3250 7144 189.048715 62.17758 GOODS-N
3841 8537 189.070073 62.184557 GOODS-N
4148 9153 189.073353 62.187799 GOODS-N
4231 9215 189.052306 62.188319 GOODS-N
4781 10473 189.076537 62.194179 GOODS-N
4956 11064 189.049698 62.196586 GOODS-N
4214 9883 189.050143 62.194141 GOODS-N
5852 12748 189.109797 62.205442 GOODS-N
5895 12977 189.076131 62.206163 GOODS-N
5827 13006 189.050009 62.206078 GOODS-N
6170 13616 189.026364 62.209128 GOODS-N
6050 13423 189.026642 62.208062 GOODS-N
6620 14641 189.035503 62.213748 GOODS-N
7327 16025 189.095768 62.221378 GOODS-N
7184 15777 189.048712 62.219905 GOODS-N
7200 16110 189.048697 62.221718 GOODS-N
7826 17230 189.0431 62.227056 GOODS-N
7633 17061 189.044052 62.226208 GOODS-N
7466 16418 189.044257 62.22318 GOODS-N
-9999 8450 189.389244 62.184625 GOODS-N
-9999 11361 189.404945 62.198778 GOODS-N
-9999 9815 189.376903 62.191275 GOODS-N
-9999 14532 189.422416 62.21423 GOODS-N
-9999 15096 189.41907 62.215947 GOODS-N
-9999 13840 189.400577 62.210665 GOODS-N
6345 14059 189.395756 62.211881 GOODS-N
5564 12509 189.362793 62.203518 GOODS-N
7419 16316 189.393174 62.222517 GOODS-N
7180 15762 189.377947 62.219852 GOODS-N
8955 20317 189.403683 62.241386 GOODS-N
8041 17877 189.369301 62.230487 GOODS-N
6925 15186 189.330838 62.216754 GOODS-N
8764 19654 189.371794 62.238241 GOODS-N
-9999 22684 189.393309 62.253249 GOODS-N
8736 19658 189.349122 62.238069 GOODS-N
9553 21845 189.355958 62.248963 GOODS-N
10447 24328 189.372522 62.261148 GOODS-N
-9999 25142 189.370748 62.265122 GOODS-N
-9999 24859 189.372039 62.264107 GOODS-N
9244 20856 189.289371 62.244322 GOODS-N
9122 20483 189.292193 62.242836 GOODS-N
9843 22487 189.300992 62.252187 GOODS-N
11126 26557 189.339317 62.27194 GOODS-N
9367 21290 189.26806 62.24618 GOODS-N
9615 22669 189.267027 62.252791 GOODS-N
-9999 28061 189.325918 62.281518 GOODS-N
-9999 28090 189.324917 62.281826 GOODS-N
-9999 28241 189.326729 62.280789 GOODS-N
9864 22548 189.251906 62.252463 GOODS-N
10631 24846 189.258127 62.263899 GOODS-N
10279 23862 189.261374 62.262117 GOODS-N
440 1148 189.093919 62.127455 GOODS-N
330 977 189.111236 62.123752 GOODS-N
347 983 189.111901 62.124038 GOODS-N
287 827 189.124401 62.121178 GOODS-N
629 1433 189.113174 62.132477 GOODS-N
120 420 189.161101 62.112937 GOODS-N
767 1678 189.119711 62.135432 GOODS-N
116 402 189.176068 62.112419 GOODS-N
113 383 189.177367 62.112795 GOODS-N
1287 2826 189.121086 62.146749 GOODS-N
-9999 2657 189.11719 62.145119 GOODS-N
-9999 593 189.195237 62.115827 GOODS-N
-9999 921 189.188433 62.122781 GOODS-N
-9999 2919 189.147439 62.147567 GOODS-N
517 1287 189.192853 62.129211 GOODS-N
383 1060 189.206898 62.127227 GOODS-N
-9999 920 189.226698 62.122905 GOODS-N
-9999 1178 189.220655 62.128749 GOODS-N
928 1998 189.205912 62.138902 GOODS-N
957 2071 189.210752 62.139745 GOODS-N
-9999 1616 189.227979 62.134714 GOODS-N
-9999 1524 189.227762 62.13441 GOODS-N
2146 4697 189.179818 62.160913 GOODS-N
-9999 5346 189.178658 62.166262 GOODS-N
1470 3245 189.238996 62.150067 GOODS-N
3145 6748 189.199501 62.175519 GOODS-N
1987 4273 189.246824 62.158575 GOODS-N
1981 4344 189.247387 62.158714 GOODS-N
2091 4592 189.25486 62.160097 GOODS-N
3627 8013 189.216699 62.181889 GOODS-N
3784 8220 189.220241 62.183434 GOODS-N
3895 8646 189.221928 62.185131 GOODS-N
3946 8762 189.22454 62.185707 GOODS-N
2543 5526 189.27554 62.166689 GOODS-N
4068 8877 189.247995 62.186709 GOODS-N
2803 6052 189.295273 62.170395 GOODS-N
3150 6810 189.186142 62.176091 GOODS-N
3236 7075 189.188286 62.17704 GOODS-N
2948 6388 189.211376 62.172524 GOODS-N
3025 6571 189.213655 62.173679 GOODS-N
3328 7346 189.214916 62.17821 GOODS-N
2449 5284 189.252485 62.16555 GOODS-N
4081 8870 189.223651 62.18674 GOODS-N
5327 11641 189.204232 62.199758 GOODS-N
4893 10728 189.22893 62.195492 GOODS-N
4791 10470 189.22627 62.194275 GOODS-N
3039 6588 189.289007 62.173933 GOODS-N
5159 11215 189.239137 62.198025 GOODS-N
3513 7760 189.300255 62.180805 GOODS-N
3535 7856 189.300865 62.18087 GOODS-N
5282 11487 189.266607 62.199311 GOODS-N
5179 11205 189.264155 62.198148 GOODS-N
-9999 8875 189.308242 62.18671 GOODS-N
4161 9257 189.312865 62.187856 GOODS-N
4701 10170 189.307518 62.19309 GOODS-N
4749 10230 189.308742 62.193597 GOODS-N
5507 12302 189.309525 62.202363 GOODS-N
5610 12172 189.309952 62.202655 GOODS-N
6985 15394 189.298321 62.217825 GOODS-N
8193 18149 189.280624 62.231494 GOODS-N
8121 17934 189.289472 62.230632 GOODS-N
7619 16713 189.314255 62.224838 GOODS-N
7152 15694 189.338661 62.219516 GOODS-N
-9999 15566 189.337946 62.219162 GOODS-N
6956 15439 189.357565 62.217933 GOODS-N
8974 20041 189.315028 62.240718 GOODS-N
8672 19278 189.332303 62.237029 GOODS-N
8923 19947 189.352071 62.240085 GOODS-N
3901 8780 189.179542 62.185718 GOODS-N
4304 9428 189.181407 62.189276 GOODS-N
5417 11892 189.171941 62.200843 GOODS-N
4695 10183 189.198936 62.193071 GOODS-N
7050 15444 189.151204 62.218363 GOODS-N
5327 11641 189.204232 62.199758 GOODS-N
5096 11096 189.216629 62.197478 GOODS-N
6020 13286 189.213845 62.2076 GOODS-N
6622 14526 189.207536 62.213568 GOODS-N
7038 15437 189.203238 62.218284 GOODS-N
-9999 15304 189.202079 62.217652 GOODS-N
8854 19848 189.160473 62.23942 GOODS-N
8870 20006 189.162248 62.239971 GOODS-N
7868 17266 189.219768 62.227535 GOODS-N
9410 21333 189.187793 62.246788 GOODS-N
9505 21398 189.190244 62.247679 GOODS-N
-9999 18128 189.236922 62.231532 GOODS-N
8341 18603 189.240868 62.233496 GOODS-N
10049 22899 189.194512 62.254762 GOODS-N
9581 21772 189.217912 62.249101 GOODS-N
10013 22932 189.216052 62.25437 GOODS-N
8969 20052 189.261263 62.240536 GOODS-N
-9999 19179 189.281566 62.236092 GOODS-N
10956 25908 189.214061 62.268992 GOODS-N
10878 25629 189.211264 62.267525 GOODS-N
9707 21999 189.275539 62.250376 GOODS-N
9892 22478 189.277431 62.252539 GOODS-N
10533 24459 189.270477 62.262238 GOODS-N
11795 29083 189.230773 62.285374 GOODS-N
11380 27240 189.263591 62.276401 GOODS-N
11854 29315 189.246036 62.287155 GOODS-N
5302 11612 189.115674 62.199602 GOODS-N
7041 15493 189.094121 62.21838 GOODS-N
7327 16025 189.095768 62.221378 GOODS-N
5829 12725 189.130474 62.205136 GOODS-N
5640 12240 189.138854 62.20305 GOODS-N
7715 16886 189.120826 62.225725 GOODS-N
7634 16705 189.130039 62.224942 GOODS-N
6130 13429 189.164886 62.208471 GOODS-N
6112 13564 189.166143 62.208778 GOODS-N
8090 17940 189.147867 62.230544 GOODS-N
8195 18070 189.151368 62.23152 GOODS-N
9960 22823 189.122649 62.253615 GOODS-N
9592 21726 189.139611 62.249112 GOODS-N
8298 18436 189.170218 62.232874 GOODS-N
8023 17667 189.181262 62.229507 GOODS-N
10130 23207 189.148048 62.256068 GOODS-N
9849 22384 189.161519 62.252029 GOODS-N
8853 19818 189.190657 62.239408 GOODS-N
7610 16727 189.222605 62.224848 GOODS-N
9342 20993 189.200744 62.245436 GOODS-N
9385 21092 189.203137 62.24609 GOODS-N
-9999 19177 189.223272 62.236173 GOODS-N
9269 20729 189.216687 62.244297 GOODS-N
8893 19651 189.220356 62.24559 GOODS-N
11015 26192 189.192761 62.270169 GOODS-N
9306 20899 189.25215 62.244924 GOODS-N
10351 23927 189.240986 62.259533 GOODS-N
9367 21290 189.26806 62.24618 GOODS-N
10166 23339 189.262381 62.256577 GOODS-N
10127 23344 189.26177 62.256256 GOODS-N
9886 22598 189.275786 62.252722 GOODS-N
9610 21713 189.289782 62.249168 GOODS-N
11855 29136 189.244056 62.287555 GOODS-N
18968 28676 53.130513 -27.779683 GOODS-S
15096 22825 53.09403 -27.804122 GOODS-S
19791 30274 53.131083 -27.773107 GOODS-S
20050 30341 53.130859 -27.772615 GOODS-S
19594 29868 53.121107 -27.774615 GOODS-S
19804 29869 53.109418 -27.77482 GOODS-S
19461 29722 53.098785 -27.775784 GOODS-S
19606 29532 53.099151 -27.776095 GOODS-S
20633 31070 53.101445 -27.769612 GOODS-S
17476 26974 53.0735 -27.786749 GOODS-S
16746 26612 53.074028 -27.787466 GOODS-S
22077 33036 53.102783 -27.759367 GOODS-S
23356 34810 53.107561 -27.750009 GOODS-S
23763 35315 53.105676 -27.747695 GOODS-S
23311 34733 53.107385 -27.749804 GOODS-S
23736 35257 53.10386 -27.74767 GOODS-S
23827 35380 53.103694 -27.747482 GOODS-S
20948 31531 53.07335 -27.767497 GOODS-S
21202 31854 53.071177 -27.76592 GOODS-S
21446 32155 53.069937 -27.764288 GOODS-S
22178 33248 53.072573 -27.758505 GOODS-S
24217 35910 53.072558 -27.744441 GOODS-S
24307 36093 53.065221 -27.742901 GOODS-S
24436 36266 53.057085 -27.742932 GOODS-S
26665 39172 53.072413 -27.727473 GOODS-S
-9999 35318 53.040927 -27.74641 GOODS-S
25595 37988 53.051881 -27.734035 GOODS-S
25028 36705 53.042456 -27.737862 GOODS-S
28516 41547 53.064055 -27.716371 GOODS-S
26524 39048 53.044284 -27.728197 GOODS-S
28694 41695 53.057301 -27.715525 GOODS-S
29611 43114 53.062406 -27.706915 GOODS-S
28004 40768 53.040821 -27.719068 GOODS-S
31154 45188 53.063257 -27.699637 GOODS-S
31384 45230 53.062443 -27.698749 GOODS-S
